,id
1249,rxn00193_c0
1250,rxn14167_c0
1251,rxn05326_c0
1252,rxn06760_c0
1253,rxn04840_c0
1254,rxn05197_c0
1255,rxn00653_c0
1256,rxn05507_c0
1257,rxn05155_c0
1258,rxn00929_c0
1259,rxn08800_c0
1260,rxn11892_c0
1261,rxn00256_c0
1262,rxn03644_c0
1263,rxn03507_c0
1264,rxn03004_c0
1265,rxn10232_c0
1266,rxn00138_c0
1267,rxn05536_c0
1268,rxn06729_c0
1269,rxn00921_c0
1270,rxn05168_c0
1271,rxn02015_c0
1272,rxn05546_c0
1273,rxn00347_c0
1274,rxn05054_c0
1275,rxn02167_c0
1276,rxn05368_c0
1277,rxn01858_c0
1278,rxn01621_c0
1279,rxn10770_c0
1280,rxn01364_c0
1281,rxn00231_c0
1282,rxn10161_c0
1283,rxn05360_c0
1284,rxn02297_c0
1285,rxn05421_c0
1286,rxn04694_c0
1287,rxn00897_c0
1288,rxn01485_c0
1289,rxn05206_c0
1290,rxn03031_c0
1291,rxn09207_c0
1292,rxn09296_c0
1293,rxn00239_c0
1294,rxn00441_c0
1295,rxn00302_c0
1296,rxn02465_c0
1297,rxn02222_c0
1298,rxn02093_c0
1299,rxn03130_c0
1300,rxn01791_c0
1301,rxn00183_c0
1302,rxn01148_c0
1303,rxn00623_c0
1304,rxn03333_c0
1305,rxn11725_c0
1306,rxn06526_c0
1307,rxn05543_c0
1308,rxn11609_c0
1309,rxn03465_c0
1310,rxn01329_c0
1311,rxn00950_c0
1312,rxn00002_c0
1313,rxn02507_c0
1314,rxn00542_c0
1315,rxn01029_c0
1316,rxn10341_c0
1317,rxn05937_c0
1318,rxn10220_c0
1319,rxn05464_c0
1320,rxn10261_c0
1321,rxn01964_c0
1322,rxn08816_c0
1323,rxn02341_c0
1324,rxn06591_c0
1325,rxn01519_c0
1326,rxn01137_c0
1327,rxn01014_c0
1328,rxn10255_c0
1329,rxn08797_c0
1330,rxn01805_c0
1331,rxn00127_c0
1332,rxn06759_c0
1333,rxn09108_c0
1334,rxn00224_c0
1335,rxn03323_c0
1336,rxn01513_c0
1337,rxn05372_c0
1338,rxn06510_c0
1339,rxn02105_c0
1340,rxn08307_c0
1341,rxn05426_c0
1342,rxn00209_c0
1343,rxn01274_c0
1344,rxn02474_c0
1345,rxn02230_c0
1346,rxn03246_c0
1347,rxn04783_c0
1348,rxn06517_c0
1349,rxn02144_c0
1350,rxn00604_c0
1351,rxn08657_c0
1352,rxn12645_c0
1353,rxn05306_c0
1354,rxn05605_c0
1355,rxn01019_c0
1356,rxn08849_c0
1357,rxn09448_c0
1358,rxn09208_c0
1359,rxn05439_c0
1360,rxn02406_c0
1361,rxn05305_c0
1362,rxn08295_c0
1363,rxn05638_c0
1364,rxn02914_c0
1365,rxn01603_c0
1366,rxn00055_c0
1367,rxn00686_c0
1368,rxn00905_c0
1369,rxn05456_c0
1370,rxn09112_c0
1371,rxn05105_c0
1372,rxn03194_c0
1373,rxn06075_c0
1374,rxn00689_c0
1375,rxn08129_c0
1376,rxn01286_c0
1377,rxn05289_c0
1378,rxn01973_c0
1379,rxn05467_c0
1380,rxn00117_c0
1381,rxn01308_c0
1382,rxn05343_c0
1383,rxn01520_c0
1384,rxn05425_c0
1385,rxn03395_c0
1386,rxn00330_c0
1387,rxn05736_c0
1388,rxn03445_c0
1389,rxn01641_c0
1390,rxn11663_c0
1391,rxn01226_c0
1392,rxn00493_c0
1393,rxn08298_c0
1394,rxn03442_c0
1395,rxn00560_c0
1396,rxn01834_c0
1397,rxn00293_c0
1398,rxn05383_c0
1399,rxn10196_c0
1400,rxn00839_c0
1401,rxn03838_c0
1402,rxn04732_c0
1403,rxn10094_c0
1404,rxn02304_c0
1405,rxn00851_c0
1406,rxn10265_c0
1407,rxn10266_c0
1408,rxn05390_c0
1409,rxn00440_c0
1410,rxn08713_c0
1411,rxn05365_c0
1412,rxn05402_c0
1413,rxn10215_c0
1414,rxn05148_c0
1415,rxn12664_c0
1416,rxn02831_c0
1417,rxn05039_c0
1418,rxn03164_c0
1419,rxn12225_c0
1420,rxn03919_c0
1421,rxn03397_c0
1422,rxn02774_c0
1423,rxn08710_c0
1424,rxn01117_c0
1425,rxn09128_c0
1426,rxn08619_c0
1427,rxn05381_c0
1428,rxn08620_c0
1429,rxn12008_c0
1430,rxn05361_c0
1431,rxn05398_c0
1432,rxn09436_c0
1433,rxn03439_c0
1434,rxn09163_c0
1435,rxn02286_c0
1436,rxn09225_c0
1437,rxn03511_c0
1438,rxn10626_c0
1439,rxn03916_c0
1440,rxn04139_c0
1441,rxn00056_c0
1442,rxn08333_c0
1443,rxn05293_c0
1444,rxn08583_c0
1445,rxn08708_c0
1446,rxn05373_c0
1447,rxn10473_c0
1448,rxn06848_c0
1449,rxn05394_c0
1450,rxn05386_c0
1451,rxn05377_c0
1452,rxn10214_c0
1453,rxn05267_c0
1454,rxn02056_c0
1455,rxn08712_c0
1456,rxn03918_c0
1457,rxn13661_c0
1458,rxn03917_c0
1459,rxn05369_c0
1460,rxn02269_c0
1461,rxn08709_c0
1462,rxn03182_c0
1463,rxn05255_c0
1464,rxn05406_c0
1465,rxn12224_c0
1466,bio1
1467,EX_cpd00067_e0
1468,EX_cpd00106_e0
1469,EX_cpd00075_e0
1470,EX_cpd00036_e0
1471,EX_cpd11576_e0
1472,EX_cpd04097_e0
1473,EX_cpd00154_e0
1474,EX_cpd11585_e0
1475,EX_cpd11582_e0
1476,EX_cpd00012_e0
1477,EX_cpd11586_e0
1478,EX_cpd01030_e0
1479,EX_cpd00129_e0
1480,EX_cpd00971_e0
1481,EX_cpd01012_e0
1482,EX_cpd00635_e0
1483,EX_cpd00276_e0
1484,EX_cpd00082_e0
1485,EX_cpd00080_e0
1486,EX_cpd00001_e0
1487,EX_cpd15560_e0
1488,EX_cpd15561_e0
1489,EX_cpd00063_e0
1490,EX_cpd00058_e0
1491,EX_cpd00107_e0
1492,EX_cpd00314_e0
1493,EX_cpd01017_e0
1494,EX_cpd00013_e0
1495,EX_cpd11578_e0
1496,EX_cpd00308_e0
1497,EX_cpd00179_e0
1498,EX_cpd00355_e0
1499,EX_cpd00100_e0
1500,EX_cpd11591_e0
1501,EX_cpd00009_e0
1502,EX_cpd00281_e0
1503,EX_cpd00060_e0
1504,EX_cpd00034_e0
1505,EX_cpd10516_e0
1506,EX_cpd00214_e0
1507,EX_cpd00119_e0
1508,EX_cpd11593_e0
1509,EX_cpd00076_e0
1510,EX_cpd00322_e0
1511,EX_cpd11579_e0
1512,EX_cpd01171_e0
1513,EX_cpd00210_e0
1514,EX_cpd15302_c0
1515,EX_cpd15605_e0
1516,EX_cpd00264_e0
1517,EX_cpd00054_e0
1518,EX_cpd00637_e0
1519,EX_cpd00122_e0
1520,EX_cpd15603_e0
1521,EX_cpd03696_e0
1522,EX_cpd00118_e0
1523,EX_cpd00164_e0
1524,EX_cpd00309_e0
1525,EX_cpd11580_e0
1526,EX_cpd01092_e0
1527,EX_cpd01262_e0
1528,EX_cpd00137_e0
1529,EX_cpd00588_e0
1530,EX_cpd00280_e0
1531,EX_cpd00307_e0
1532,EX_cpd00041_e0
1533,EX_cpd00653_e0
1534,EX_cpd00254_e0
1535,EX_cpd00205_e0
1536,EX_cpd00138_e0
1537,EX_cpd02701_c0
1538,EX_cpd00305_e0
1539,EX_cpd01242_e0
1540,EX_cpd01048_e0
1541,EX_cpd00023_e0
1542,EX_cpd03048_e0
1543,EX_cpd11596_e0
1544,EX_cpd00065_e0
1545,EX_cpd15606_e0
1546,EX_cpd00048_e0
1547,EX_cpd03847_e0
1548,EX_cpd00030_e0
1549,EX_cpd00149_e0
1550,EX_cpd01914_e0
1551,EX_cpd00024_e0
1552,EX_cpd00531_e0
1553,EX_cpd11583_e0
1554,EX_cpd00162_e0
1555,EX_cpd00395_e0
1556,EX_cpd11589_e0
1557,EX_cpd00027_e0
1558,EX_cpd03725_e0
1559,EX_cpd00209_e0
1560,EX_cpd11575_e0
1561,EX_cpd00794_e0
1562,EX_cpd00105_e0
1563,EX_cpd00226_e0
1564,EX_cpd09878_e0
1565,EX_cpd11588_e0
1566,EX_cpd00268_e0
1567,EX_cpd01329_e0
1568,EX_cpd15604_e0
1569,EX_cpd00069_e0
1570,EX_cpd00007_e0
1571,EX_cpd00098_e0
1572,EX_cpd11592_e0
1573,EX_cpd00156_e0
1574,EX_cpd08023_e0
1575,EX_cpd11587_e0
1576,EX_cpd00092_e0
1577,EX_cpd04098_e0
1578,EX_cpd00053_e0
1579,EX_cpd11590_e0
1580,EX_cpd11581_e0
1581,EX_cpd01080_e0
1582,EX_cpd11584_e0
1583,EX_cpd00066_e0
1584,EX_cpd00130_e0
1585,EX_cpd00039_e0
1586,EX_cpd00011_e0
1587,EX_cpd11416_c0
1588,EX_cpd00028_e0
1589,EX_cpd11606_e0
1590,EX_cpd00099_e0
1591,EX_cpd00393_e0
