ids,0,1,2,3,4,5,6,7,8,9
frozenset({'223283.9.peg.4540'}),-8.82934629199259e-12,-2.466513507528178e-12,0.0,8.071237452245665e-14,-3.268556695496949e-12,-1.182038192397285e-14,-1.934726801765816e-13,-3.926763782525173e-13,1.419525046671907e-12,
frozenset({'223283.9.peg.4541'}),4.114756298014594e-13,2.689924429228174e-17,3.699515350753229e-14,-8.99778811971416e-15,-1.968575422664373e-14,-1.998441861965823e-13,1.183833794543275e-13,-1.064986490572817e-14,-5.430778482782026e-13,-8.870922892222672e-14
frozenset({'223283.9.peg.4544'}),-2.675905289926432e-13,0.0,-4.69243888501072e-13,-2.263908999261178e-14,-5.99402831626211e-14,-8.918979073456811e-14,-3.901101336721409e-14,-1.850589083638837e-13,-1.561298406986937e-13,-1.372233637742837e-15
frozenset({'223283.9.peg.4588'}),4.019662684770577e-14,-1.877386313857778e-15,-3.004707035169743e-14,-2.483168192584895e-14,2.271400815356848e-14,-1.050312544325862e-13,4.716668373576447e-13,8.243402728919191e-13,-7.427192869754435e-14,3.604973547868692e-14
frozenset({'223283.9.peg.4589'}),-3.421844422763474e-14,2.069891134374533e-15,-1.128431940786594e-13,-4.038885036543252e-14,2.317991410529137e-13,0.0,-8.449532217131979e-14,2.286091972724306e-14,-1.74457744837024e-14,-8.892934577084508e-15
frozenset({'223283.9.peg.4590'}),1.781004003162076e-13,-8.535213892951744e-16,-5.954490754400885e-14,-2.493768574780782e-13,-4.844113839522012e-13,4.356382714189315e-14,-1.379681035746568e-13,3.688281283302445e-14,-3.686194217645546e-14,1.99273519945292e-13
frozenset({'223283.9.peg.4603'}),-1.296824474570031e-15,0.0,3.496829769927348e-13,-1.602747009693056e-13,8.656651708380753e-11,9.847902506965782e-14,-5.048424288428535e-14,4.658105794691325e-13,-1.317551833654504e-14,
frozenset({'223283.9.peg.4607'}),0.0,1.680687414440836e-12,7.552505046042053e-15,-3.865366086278065e-14,-1.988399114919622e-12,3.087616497894064e-14,1.68662007109844e-13,6.782929881694707e-14,-6.048254827509008e-14,-7.752910702781659e-14
frozenset({'223283.9.peg.4922'}),-3.817947162291853e-11,-6.410862397439086e-13,-1.114694264313421e-13,2.703658860645588e-14,4.290747543708442e-14,-1.018196791322852e-13,-2.6160557447834e-13,4.421930600543086e-14,1.168934937780343e-14,1.14882537777047e-14
frozenset({'223283.9.peg.4924'}),2.327920500617661e-15,-4.857815453193617e-14,3.780310539390434e-14,-2.652506314956883e-14,-1.262565227075304e-14,0.0,-2.46046354652504e-14,1.626479202055126e-14,-3.00314355611765e-16,-1.107995295506752e-29
frozenset({'223283.9.peg.5044'}),-2.914170829440429e-13,-3.906840443299094e-17,-3.936217287173551e-14,-2.289829846172654e-14,0.0,4.567604002901982e-11,5.292832866485964e-15,8.200009497580757e-14,-9.458151697162704e-15,1.452121085494613e-14
frozenset({'223283.9.peg.5046'}),-3.35090086894861e-15,8.443326222259291e-14,3.567998195812496e-14,-1.079901703048509e-14,-6.784762981158496e-14,-2.915033852892344e-14,5.366608565102571e-13,2.696362133496013e-13,-1.675833806591161e-13,2.493374519050233e-15
frozenset({'223283.9.peg.5047'}),-4.374932037958223e-13,3.455395768436093e-15,-6.645785271319241e-13,4.791295807726007e-13,1.758459946954976e-14,2.138759021326796e-14,1.698225148839447e-14,-4.609370800970338e-13,-2.173082578369226e-13,-1.858557958549379e-15
frozenset({'223283.9.peg.5256'}),17.38718397160115,9.440546263419936,51.25545759543922,0.3718349010652228,32.50181087713509,56.75107627357418,105.2021925767605,79.32442688296217,63.209283916066,46.63725098607767
frozenset({'223283.9.peg.5257'}),5.410234254143309e-13,2.834473045407062e-14,-1.900160237179368e-13,0.0,1.034438392901799e-13,-2.226754895952171e-14,5.848173937911728e-16,1.089979303953674e-13,-1.397937133863176e-14,-2.138440379371655e-14
frozenset({'223283.9.peg.5258'}),1.828013625807217e-13,1.100008382924005e-13,-2.485200603705082e-14,5.833031111322017e-14,-8.993288599296827e-14,-4.986864262732753e-13,3.25652953044224e-13,3.633922623987894e-14,-1.745435480904738e-15,3.086057595840907e-14
frozenset({'223283.9.peg.547'}),0.0,4.508809857076928e-15,-2.074006211718061e-14,1.58201804667486e-14,-1.969853581303709e-14,8.16166403685593e-15,1.298751575850584e-14,1.881063919739612e-13,-2.176470279391873e-15,6.457988512049498e-14
frozenset({'223283.9.peg.549'}),-7.008482634571809e-15,5.911709425742165e-16,7.683801625241206e-14,1.208571229376856e-16,0.0,-2.018508072271485e-13,7.307109820464086e-14,2.265084056654172e-14,2.605532062471872e-13,3.372038614995519e-14
frozenset({'223283.9.peg.5652'}),0.0,3.943900744064171e-14,1.01370941095445e-13,-1.080910956976592e-14,1.696190745289624e-14,-1.943355901928229e-14,-7.431007756063709e-14,-1.21105481405665e-13,-3.776419634891824e-14,4.903887176565363e-15
frozenset({'223283.9.peg.5751'}),-9.744003238885991e-14,1.105308735379762e-13,3.841900812620603e-14,-1.417038198687651e-15,4.156620008517899e-28,-2.670772665952753e-13,-3.810653641508937e-14,1.950600093349183e-14,0.0,-1.68601930749776e-14
frozenset({'223283.9.peg.5752'}),1.370403487201944e-14,-8.217639061074059e-15,5.863503697191854e-14,6.428181946857093e-14,-5.688547269131139e-14,-3.495109133316919e-14,4.63387194453354e-13,5.994430624851499e-15,8.641376424947154e-14,3.609825980259408e-13
frozenset({'223283.9.peg.613'}),-9.538194645941231e-15,6.413946464920456e-16,-7.180364896708562e-13,2.349486532353087e-15,-2.068876785803598e-13,-3.912434403962976e-14,2.130459188240514e-14,6.410756881099281e-14,1.007640649833241e-14,-1.109826479966218e-14
frozenset({'223283.9.peg.622'}),-2.253612963727693e-14,3.04241110861167e-14,4.468814628061651e-14,6.145851650418106e-14,0.0,-8.504194421357836e-14,1.220747522984498e-14,-1.456845005275955e-13,-2.308637605192236e-13,5.964390952402972e-14
frozenset({'223283.9.peg.623'}),1.157826854280789e-15,4.487839734285705e-15,-3.699795718458746e-14,6.610108191109972e-31,-2.082028681274671e-14,-2.294201207701001e-14,-2.438190564192857e-14,-8.683772568483187e-14,-3.441429100079269e-13,4.330820784642845e-14
frozenset({'223283.9.peg.625'}),3.798085723331976e-15,-1.666082977843063e-15,-3.325524928232483e-14,7.439371934405641e-14,3.362449876372121e-14,-5.586203924325187e-14,8.02439094984606e-13,-1.221792338425168e-13,-1.684281312236147e-14,-2.513870803142005e-14
frozenset({'223283.9.peg.626'}),4.190619644727208e-13,1.485216942128958e-14,1.23261193513263e-13,4.917049685319602e-14,-3.516919893909952e-14,-1.438315189579665e-13,-3.282276593941546e-13,4.468591083569374e-14,-1.184913050139409e-13,2.864417042447596e-14
frozenset({'223283.9.peg.627'}),4.16019345944986e-14,3.350686805756211e-15,7.395671610795778e-14,4.791295807726007e-13,6.447686472168246e-14,8.3940459827195e-15,-4.706659199307495e-11,-7.126652557689588e-14,-1.214170989612741e-14,5.491247093107453e-15
frozenset({'223283.9.peg.628'}),-1.315751361391498e-14,3.269334381857035e-15,-3.140088685432053e-14,-3.629790689213377e-13,-2.005393964705816e-14,7.0876642099287e-15,1.308107852074252e-13,1.065373687645054e-13,1.13118316679675e-13,-1.371973049067159e-14
frozenset({'223283.9.peg.631'}),-3.68599095584347e-14,-3.153660464071018e-13,7.293232239820724e-13,-1.079901703048509e-14,-8.48095372644812e-14,5.830067705784688e-14,-6.362737142000804e-14,2.342659243716488e-15,-3.723515274348047e-13,-5.446248613042132e-15
frozenset({'223283.9.peg.632'}),0.0,8.923972368704698e-16,1.597429632661092e-13,7.34611447876668e-17,2.00590739578596e-14,-2.279888751667335e-14,1.625802111673266e-13,-1.901688225477093e-14,1.002130933668007e-13,1.306296390004391e-14
frozenset({'223283.9.peg.633'}),2.964186647618097e-12,2.82444280060292e-14,-5.8855449973021e-15,0.0,1.034438392901799e-13,-6.38336403506289e-13,-1.492930204669614e-13,2.345036458303125e-14,-5.591748535452704e-14,-1.498598822856592e-13
frozenset({'223283.9.peg.634'}),0.0,-4.228576058476513e-14,-5.081085810919236e-14,2.245053653383914e-14,-1.398956004335062e-13,-3.253518329010931e-14,1.161344319139099e-13,-1.987960492215604e-14,3.381087205225179e-13,
frozenset({'223283.9.peg.635'}),6.939365216314924e-14,7.336556305300788e-17,2.15144556140924e-14,4.819472515568714e-14,-1.07919463191562e-12,-1.964430905337369e-14,-3.264867819909463e-14,2.842163125484218e-13,1.143825365329776e-13,-3.122807191133092e-14
frozenset({'223283.9.peg.636'}),1.574514131645742e-09,2.989022148002677e-14,1.965546956503283e-14,-1.032305366061903e-14,0.0,5.780171338979718e-14,-6.928530490200777e-14,2.00884841323902e-13,1.574506479074925e-13,2.327644241301773e-14
frozenset({'223283.9.peg.637'}),-3.32769300954473e-13,-8.50411766111257e-16,2.837315404321341e-13,-1.722814912291274e-13,-9.866227698910055e-15,-6.334462712310536e-14,5.248587619936409e-13,-1.771035617302305e-14,4.800631515614774e-14,-1.174342475841052e-13
frozenset({'223283.9.peg.638'}),6.275264452198184e-14,6.611966828093377e-15,-2.255775392115941e-14,0.0,4.14897717183823e-11,-5.758583699680929e-14,-4.344252228325518e-14,1.677999557427551e-13,1.103008945438614e-13,-1.253607811570835e-13
frozenset({'223283.9.peg.639'}),3.940773477704409e-14,-4.188358507195264e-16,-5.221688427465118e-13,4.791295807726007e-13,2.275757336343053e-13,2.979807939811611e-14,-4.15395081059513e-14,3.76175984840423e-14,-1.569531149073827e-13,1.033982426755803e-27
frozenset({'223283.9.peg.640'}),-4.229533795459103e-12,3.195834152125407e-14,4.811415474128918e-13,-3.787416916544737e-13,0.0,2.74373918062539e-14,-8.927955698543446e-14,6.23642861340548e-14,1.200852936560583e-12,3.160053315509017e-14
frozenset({'223283.9.peg.641'}),2.916989873044426e-14,-3.855957697961902e-15,5.185268126383009e-13,4.034237695202467e-15,-3.997017155243034e-14,3.010190589735986e-14,5.872518436636154e-12,2.454754299197557e-13,8.513484811987246e-14,-3.142865721798883e-14
frozenset({'223283.9.peg.642'}),4.543778806116098e-15,-5.544598720788787e-16,1.20405226896851e-12,2.204960912005275e-14,-2.101044539284553e-13,-2.366680294298549e-14,-1.453364302657445e-14,8.332984148142531e-14,-2.073499701612438e-14,3.981728005727136e-14
frozenset({'223283.9.peg.643'}),-5.854441379843593e-15,-5.134875358527506e-16,2.852869099965999e-13,7.395565443912203e-15,-5.936667608513684e-14,-1.313681207403175e-14,9.94016824394673e-14,-8.104914687765015e-15,-1.402743874037509e-14,-6.626594790351016e-15
frozenset({'223283.9.peg.644'}),0.0,2.689924429228174e-17,-5.790545766396358e-14,2.878477936402324e-16,-6.201012581392774e-13,-3.284238152798487e-14,-9.371947421815919e-14,2.129972981145633e-14,-5.713346090678136e-14,-7.506165524188414e-14
frozenset({'223283.9.peg.645'}),1.702693602793707e-12,1.396729042282601e-14,-5.8855449973021e-15,0.0,1.034438392901799e-13,-6.38336403506289e-13,-1.02327136772346e-13,2.345036458303125e-14,-5.591748535452704e-14,-1.498598822856592e-13
frozenset({'223283.9.peg.646'}),-3.794065702828089e-15,3.913659096885987e-15,9.352574283032693e-14,4.599881984524357e-15,-5.700252425410343e-13,1.14858566255236e-11,-2.434328984565337e-14,-2.131700745119352e-13,-2.775502825500641e-14,-3.502192683947457e-14
frozenset({'223283.9.peg.647'}),1.71545598555899e-28,8.266879125349717e-14,7.279868292701281e-13,-1.87161630893982e-13,3.748111352556367e-13,-2.480641188855867e-13,-1.287123655197601e-14,-7.187636294654499e-14,-1.614176527640508e-14,-1.028155252616716e-13
frozenset({'223283.9.peg.648'}),0.0,-2.873078598637081e-15,-2.663811027072522e-13,3.251457015245669e-14,-1.398956004335062e-13,-5.143793944892462e-14,-5.442588999779493e-14,-9.070213037386698e-13,-3.080818377425284e-14,4.034329713221609e-13
frozenset({'223283.9.peg.649'}),-7.780946847420188e-15,0.0,2.24862951667409e-13,1.500487196240425e-14,7.769721673096037e-11,-9.602038445559342e-14,4.271321898179448e-13,6.549664223916067e-14,,
frozenset({'223283.9.peg.650'}),-8.56369917647826e-15,-6.28678013864138e-16,8.126261233585265e-14,-1.567708526727732e-13,-9.866227698910055e-15,6.940914019520488e-14,-1.734564087266081e-14,5.35257350831355e-13,-5.45227172177395e-14,-3.288158932354947e-13
frozenset({'223283.9.peg.651'}),2.469891795349795e-13,3.947246712664293e-15,4.850826005595561e-14,5.849883702458099e-14,1.682500957053578e-14,-3.062641032885847e-14,-8.352528798797712e-14,-4.220278682247419e-14,3.755949181759078e-14,2.486429786237701e-14
frozenset({'223283.9.peg.653'}),2.39505663591051e-15,3.026354001799324e-18,1.32633281275333e-13,0.0,1.26986111243595e-12,4.226579297996822e-14,3.42709851366974e-14,-3.369247158113472e-13,2.779878522845116e-14,
frozenset({'223283.9.peg.654'}),-1.315751361391498e-14,6.706221465749179e-16,-3.140088685432053e-14,-1.672150766940994e-13,-2.005393964705816e-14,7.0876642099287e-15,1.308107852074252e-13,1.065373687645054e-13,1.13118316679675e-13,-1.371973049067159e-14
frozenset({'223283.9.peg.655'}),-7.03322256413763e-13,2.689924429228174e-17,-1.769333428621109e-14,-8.99778811971416e-15,1.843593273387453e-14,2.948520779949575e-14,-9.39542124674267e-14,5.810642577704633e-14,8.902915545544304e-14,-2.729514736068515e-14
frozenset({'223283.9.peg.656'}),0.0,-1.056138499787167e-15,-1.247297534072665e-14,7.65388309229337e-14,2.311805891310613e-14,-9.375018843744796e-15,7.713214487641765e-14,-1.535480226700607e-14,3.142338503927506e-15,
frozenset({'223283.9.peg.657'}),-6.123956302226057e-14,-9.114264277288923e-16,1.007932190899595e-12,9.992774549356802e-13,-5.835717132575887e-17,0.0,5.919303964180052e-14,6.469351260524409e-14,-3.258303939772276e-13,
frozenset({'223283.9.peg.658'}),1.07169235288956e-13,6.518990480879929e-16,1.007932190899595e-12,1.105244435207675e-12,-5.835717132575887e-17,0.0,5.919303964180052e-14,6.469351260524409e-14,-3.258303939772276e-13,
frozenset({'223283.9.peg.662'}),-7.138991476161802e-15,9.983499048705903e-16,-2.066763528175184e-13,-1.814452057535772e-14,-2.959868309673017e-14,-1.943455925465736e-13,-2.397015422348023e-13,-9.446939023755367e-14,7.600999899723393e-14,-1.878947961345684e-13
frozenset({'223283.9.peg.810'}),1.666851356025386e-14,-8.787064780237141e-17,-1.50062255944785e-13,5.491177811395912e-14,2.018780035451015e-13,-3.522309344345338e-13,4.419289381666363e-13,-1.754612299849754e-14,7.4753141264581e-14,9.109847504165764e-15
frozenset({'223283.9.peg.811'}),-2.675905289926432e-13,3.906840443299094e-17,-4.69243888501072e-13,-2.937893301411993e-14,-3.919172360632919e-14,-8.918979073456811e-14,-3.901101336721409e-14,6.4713321212526e-14,-1.561298406986937e-13,-1.372233637742837e-15
frozenset({'223283.9.peg.816'}),-6.535777892133658e-15,-1.518257497631077e-13,0.0,-1.628162580040353e-14,-7.164690280395447e-14,4.608217615824466e-15,2.442917022953917e-14,4.274495627427793e-14,-4.185148835159314e-14,-3.634505539473399e-14
frozenset({'223283.9.peg.819'}),2.261746119822765e-14,6.245806581980912e-15,7.877377766669295e-14,-6.071199107937202e-15,8.697973786484484e-15,-2.633406585501405e-14,4.332715227964065e-13,-8.811441088365768e-14,-1.651735547819763e-14,1.081981396028133e-13
frozenset({'223283.9.peg.93'}),3.439413293231475e-15,0.0,7.298080089065667e-14,2.806723954603807e-13,9.030892498593005e-14,-6.28244611351454e-12,-5.330885474665776e-14,2.985137699977754e-12,2.640179138184755e-14,
frozenset({'223283.9.peg.94'}),5.410234254143145e-13,1.396729042282601e-14,3.658391928966112e-13,3.79776632781723e-17,1.090339982950916e-14,5.248969847664007e-13,-6.550878020128579e-13,-3.676850454965067e-13,-2.795874267726352e-14,-1.768486713467585e-13
frozenset({'PAPTO_2706'}),17.38718397160045,9.440546263419808,51.25545759543616,0.371834901063941,32.501810877134,56.75107627357356,105.2021925767607,79.3244268829628,63.20928391606717,46.63725098607605
frozenset({'PSPTO_0062'}),3.322747198308131e-13,4.44524509011884e-19,-1.282552902263835e-13,0.0,4.108434299108599e-13,6.339868946995233e-14,2.20313475878769e-13,-9.405544535012431e-14,1.756199820672267e-14,
frozenset({'PSPTO_0073'}),17.38718397160031,9.44054626342004,51.2554575954396,0.3718349010639886,32.50181087713492,56.75107627357394,105.2021925767598,79.32442688296207,63.2092839160669,46.63725098607848
frozenset({'PSPTO_0080'}),-5.876910694027718e-12,3.704160286807562e-11,-1.12966520490897e-11,-5.832820984427108e-12,-3.557043222544549e-13,5.152819779839351e-11,-6.264928308210239e-12,6.760525380736603e-12,3.765284243232304e-13,-5.822245744101136e-12
frozenset({'PSPTO_0082'}),1.239833321510985e-13,-7.639147237897092e-12,-4.827437594195956e-13,1.225969490839755e-12,0.0,5.478557139776453e-15,-4.395135768005321e-14,-5.227215165013117e-13,1.008042471251501e-14,4.022590656787032e-14
frozenset({'PSPTO_0083'}),0.2623488180069254,0.2623488180082736,51.25545759543944,4.890552710080344e-15,7.858047404304683e-14,-1.659542721203571e-13,105.2021925767615,79.3244268829628,63.20928391606762,-4.956143917463726e-14
frozenset({'PSPTO_0085'}),6.361290328562537e-14,1.151798589478698e-15,2.966174423825872e-11,1.255657304217215e-12,-4.732823572500522e-11,-9.1905532474048e-12,-1.023430489319951e-11,-1.283243158127216e-11,-1.060997617519831e-11,-9.597623547138119e-12
frozenset({'PSPTO_0092'}),17.38718397160061,-1.031341449152028e-11,-4.624849421435876e-12,2.433613898670578e-11,32.50181087713484,56.75107627357345,105.2021925767633,79.32442688296142,63.2092839160664,46.63725098607719
frozenset({'PSPTO_0095'}),17.38718397160044,9.44054626342004,51.25545759543923,0.3718349010639886,32.50181087713492,56.75107627357232,105.2021925767606,79.32442688296258,63.2092839160669,46.63725098607841
