ids,0,1,2,3,4,5,6,7,8,9
frozenset({'PSPTO_0698'}),5.187297898280126e-15,0.0,5.047943812941835e-14,1.306540457211603e-14,3.946107539736584e-14,7.342735281898319e-14,-7.892660029244633e-14,-1.511460974749862e-14,-1.479768639954957e-14,
frozenset({'PSPTO_0699'}),0.0,-2.601307073584557e-15,1.745252448248683e-13,6.414005291572504e-14,2.889846584030694e-13,1.117953717591117e-14,-2.797561972274241e-12,1.313041453239384e-13,-8.419569865450443e-14,-2.360244810227819e-14
frozenset({'PSPTO_0701'}),17.38718397160057,9.440546263420117,51.25545759544418,0.3718349010642767,32.50181087713465,56.75107627357346,105.2021925767606,79.32442688296227,63.20928391606765,46.63725098607694
frozenset({'PSPTO_0722'}),17.21218493749138,9.440546263429932,51.25545759544193,0.371834901063903,32.5018108771343,56.75107627357385,105.2021925767524,79.32442688296167,63.20928391606585,45.40449751856493
frozenset({'PSPTO_0726'}),17.37471520649743,-1.771838661208031e-14,51.25545759544353,1.346295012181084e-14,32.50181087713504,56.75107627357312,-1.329051285114765e-15,7.864897252675222e-12,6.008492673703238e-13,46.63725098607627
frozenset({'PSPTO_0727'}),17.374715206459,1.045067310753008e-12,51.25545759543856,5.251278393498967e-14,32.50181087713507,56.75107627359996,-3.5307732547553e-09,-2.081366402155889e-13,1.306545468971737e-13,46.63725098607778
frozenset({'PSPTO_0728'}),17.37533223745275,9.440546263420156,51.25545759543909,0.3718349010652126,32.50181087713447,56.75107627357344,105.20219257676,79.32442688296157,63.20928391606745,46.63725098607716
frozenset({'PSPTO_0730'}),17.38718397161491,9.440546263420783,2.221793236481543e-11,-2.812844561480661e-12,-3.49640176800808e-11,-4.714287531941407e-11,105.2021925767603,79.32442688296257,-5.983170932934392e-11,-2.605943832090999e-11
frozenset({'PSPTO_0740'}),-8.546749072206637e-14,1.114999593337714e-13,-8.324118427344641e-14,-2.716360025679151e-15,-8.313240017035799e-28,1.489334678094994e-14,0.0,79.32442688296129,1.362369705867646e-13,-3.372038614995519e-15
frozenset({'PSPTO_0744'}),17.38718397160028,9.440546263419538,51.25545759543885,0.3718349010780326,32.50181087713392,56.75107627357319,105.2021925767595,79.324426882955,63.2092839160672,46.63725098607721
frozenset({'PSPTO_0750'}),17.38718397160085,9.440546263419993,51.25545759543942,0.3718349010639192,32.50181087713398,56.75107627357341,105.202192576761,79.32442688296267,63.20928391606768,46.63725098607652
frozenset({'PSPTO_0764'}),9.667970577956293e-14,9.28323579057161e-13,1.242380552296898e-14,1.608673158358011e-14,3.747148581639951e-11,3.418968548056755e-14,4.71950575206884e-13,-7.273929004122793e-14,2.220371297925761e-14,3.178539370700651e-14
frozenset({'PSPTO_0766'}),17.38718397160074,9.44054626342004,51.25545759543923,0.3718349010647486,32.50181087713523,56.75107627357625,105.202192576761,79.32442688296213,63.20928391606711,46.63725098607754
frozenset({'PSPTO_0772'}),17.38718397160095,9.440546263420075,51.25545759543652,0.371834901063921,32.50181087713442,56.75107627357346,90.04878247659437,76.54698395310204,63.2092839160671,46.63725098607706
frozenset({'PSPTO_0774'}),17.38232342597798,-4.480078753708447e-13,2.519382866640971e-12,3.806057666533835e-14,32.50052404185131,56.75107627357411,3.369695752744863e-12,79.24501791716095,63.20356267001731,46.63119516235497
frozenset({'PSPTO_0775'}),17.38718397160072,9.440546263419936,51.25545759543956,0.3718349010644499,32.50181087713407,56.75107627357332,105.2021925767606,79.32442688296041,63.20928391606698,46.63725098607761
frozenset({'PSPTO_0782'}),17.38718397160115,9.440546263419993,51.25545759543942,0.3718349010650838,32.5018108771351,56.75107627357422,105.2021925767606,79.32442688296203,63.20928391606596,46.63725098607705
frozenset({'PSPTO_0783'}),17.3871839715014,9.440546263443627,51.25545759543792,0.3718349010645054,32.50181087713423,56.75107627355909,105.2021925767594,79.32442688296244,63.20928391606752,46.63725098607271
frozenset({'PSPTO_0787'}),17.38718397160595,9.440546263420222,51.2554575954404,0.3718349010649887,32.50181087713447,56.75107627357318,105.2021925767628,79.32442688296331,63.20928391606662,46.63725098607713
frozenset({'PSPTO_0800'}),17.38718397160068,9.440546263419936,51.25545759546681,0.3718349010703941,32.50181087713407,56.75107627357318,105.2021925767606,79.32442688296041,63.20928391607067,46.6372509860778
frozenset({'PSPTO_0805'}),-1.25013851701904e-14,0.0,51.25545759544077,0.3718349010639416,32.50181087713344,56.75107627357306,105.2021925767603,79.32442688296419,63.2092839160669,8.654539431781446e-15
frozenset({'PSPTO_0809'}),5.005747916519116e-15,0.0,3.171731227000915e-14,8.46761759925708e-15,3.919172360632919e-14,-7.469338306321265e-13,-2.069711028927649e-13,8.058126944040785e-14,-5.007932242345438e-14,3.766872583650254e-14
frozenset({'PSPTO_0817'}),17.38718397163749,9.440546263420918,49.5457737184479,0.3718349010643708,32.50181087713418,56.75107627359811,105.2021925767601,72.5603952795822,62.49711367433191,45.47521312501077
frozenset({'PSPTO_0873'}),17.38718397160041,9.440546263419899,51.25545759543837,0.3718349010642243,32.50181087713506,56.75107627357308,105.2021925767606,79.3244268829629,63.2092839160243,46.63725098607632
frozenset({'PSPTO_0885'}),17.38718397160328,9.440546263419996,51.25545759543895,0.3718349010643119,32.50181087713482,56.75107627357324,105.2021925767604,79.32442688296136,61.88004653299865,46.63725098607701
frozenset({'PSPTO_0886'}),17.38718397160059,9.440546263419911,51.2554575954401,0.3718349010646312,32.50181087713415,56.75107627357272,105.2021925767606,79.32442688296251,63.20928391606654,46.63725098607782
frozenset({'PSPTO_0887'}),17.38718397160097,9.440546263419582,51.25545759543738,0.3718349010645054,32.50181087713466,56.75107627357319,105.202192576762,79.32442688296197,63.20928391606677,46.63725098607801
frozenset({'PSPTO_0888'}),17.3871839716139,9.440546263420146,51.2554575954404,0.3718349010646504,32.50181087713563,56.75107627357349,105.2021925767608,79.32442688296003,63.20928391606684,46.63725098607667
frozenset({'PSPTO_0889'}),17.3871839715559,9.440546263420146,51.2554575954389,0.3718349010746972,32.50181087712173,56.75107627357332,105.2021925767802,79.32442688296341,63.2092839160656,46.63725098607681
frozenset({'PSPTO_0890'}),17.38718397160044,9.440546263419842,51.25545759544165,0.3718349010644894,32.50181087713611,56.75107627357259,105.2021925767602,79.32442688296216,63.20928391606659,46.63725098607699
frozenset({'PSPTO_0917'}),17.38718397160013,9.440546263421995,51.25545759543819,-2.384887045665544e-14,0.0,2.542421938642757e-14,105.2021925767607,79.32442688296119,1.897002000659791e-13,-1.372233637742837e-15
frozenset({'PSPTO_0923'}),6.400220659691844e-13,4.774647422528433e-12,-4.323832418381477e-13,2.017194410184609e-11,-1.590719291935697e-11,3.761036492764922e-12,-2.715340907911668e-12,1.43193380023636e-11,-1.366020496552842e-11,2.955598579935012e-11
frozenset({'PSPTO_0948'}),-1.138412213644125e-12,1.539267086597482e-13,-4.675050516555999e-12,-6.071199107937202e-15,-4.949147084509671e-12,-1.137067343525428e-12,-8.935415078230754e-14,0.0,-2.627085388807333e-11,4.873585675883248e-12
frozenset({'PSPTO_0954'}),0.2623488180126167,0.2623488180068554,51.25545759544353,-6.73147506090542e-15,2.280024841391026e-14,56.75107627357312,104.2492572353674,76.096071047364,60.98184006256012,0.2830383540562854
frozenset({'PSPTO_0955'}),17.38718397160055,9.440546263419936,51.25545759546681,0.3718349010644251,32.50181087713396,56.75107627357331,105.2021925767611,79.32442688296209,63.20928391606504,46.6372509860778
frozenset({'PSPTO_0956'}),17.38718397159811,9.440546263419991,51.25545759543973,0.3718349010647725,32.5018108771336,56.75107627357276,105.202192576761,77.3727963008134,61.8800465329964,46.63725098607726
frozenset({'PSPTO_0957'}),0.0,-7.460312571661291e-14,32.43374479173032,1.660674822494459e-13,-1.35802528103942e-13,78.40354397340894,5.379133606798368e-13,-1.323654224451237e-12,,
frozenset({'PSPTO_0959'}),0.2887308781688709,0.2887308781883521,0.288730878193071,0.2887308781925029,0.2887308782080693,0.2887308781876345,10.06522095050403,77.09681192007366,49.81638490836438,9.340432821464235e-13
frozenset({'PSPTO_0960'}),5.189212020416155e-12,-7.355597339239599e-12,2.502834465787184e-12,-5.398587403755688e-12,2.275764464383958e-12,2.810023935049492e-12,1.863791443705343e-11,-6.69561835464551e-11,1.005373458371117e-11,1.792912931593118e-11
frozenset({'PSPTO_0961'}),-5.580711946568132e-12,9.440546263420156,1.033486907167722e-12,-5.70260894280207e-12,-7.840301109165376e-12,-7.348412026532956e-12,-1.194665456784419e-11,0.0,-2.465622414277539e-11,1.790884269252205e-11
frozenset({'PSPTO_0962'}),17.38718397160051,9.440546263420883,51.2554575954392,0.3718349011137234,32.50181087713442,56.75107627357302,105.2021925767591,79.32442688296177,63.2092839160664,46.63725098607704
frozenset({'PSPTO_0967'}),-1.307155578426732e-14,3.880977591905505e-14,51.25545759543905,0.3718349010639192,32.50181087713396,56.75107627357381,105.158606834316,8.754780701141672e-14,63.20928391606768,46.63725098607727
frozenset({'PSPTO_0981'}),-3.008692241189742e-13,1.539728431704343e-15,2.555074071668652e-12,3.45369515700058e-14,0.0,6.11512899245329e-12,-1.318783690578665e-13,1.001105298591729e-13,3.264272737332349e-15,1.883513096771045e-14
frozenset({'PSPTO_0982'}),-2.916989873044426e-14,1.348402223806938e-13,-5.446710383177e-12,1.645015995924222e-14,1.202136788422636e-13,6.651492591030564e-14,2.25874790618503e-13,1.052767379909852e-13,3.284754439578293e-14,-1.650330004179419e-14
frozenset({'PSPTO_0984'}),17.38718397157331,9.440546263421194,51.25545759543856,0.37183490106461,32.50181087713507,56.75107627359996,105.2021925767607,79.32442688296324,63.20928391606758,46.63725098606515
frozenset({'PSPTO_1005'}),17.38718397160036,9.440546263421174,51.25545759544033,0.3718349010639886,32.5018108771343,56.75107627357351,105.2021925767612,79.32442688296159,63.2092839160663,46.63725098607774
frozenset({'PSPTO_1010'}),17.38718397160031,9.440546263335946,51.25545759544096,0.3718349010645837,32.50181087713499,56.75107627357411,105.2021925767604,79.32442688296244,63.20928391607025,46.63725098606524
frozenset({'PSPTO_1041'}),17.38718397160086,9.440546263419888,51.25545759543953,0.3718349010639192,32.50181087713397,56.75107627357367,105.2021925767608,79.3244268829628,63.20928391606758,46.63725098607681
frozenset({'PSPTO_1052'}),17.3871839716006,9.440546263419895,51.25545759543839,0.3718349010642243,32.50181087713501,56.75107627357308,105.2021925767604,79.32442688296291,63.20928391606783,46.63725098607718
frozenset({'PSPTO_1053'}),17.38718397160103,9.440546263419938,51.25545759544106,0.3718349010642937,32.50181087713522,56.75107627357499,105.202192576761,79.32442688296175,63.20928391606577,46.63725098607781
frozenset({'PSPTO_1056'}),17.38718397160035,9.44054626341997,51.25545759543982,0.3718349010780445,32.50181087713425,56.75107627354486,105.2021925767616,79.32442688296119,63.20928391606705,46.63725098607812
frozenset({'PSPTO_1077'}),3.825022231933634e-10,-3.64064459514551e-13,1.375882869552298e-13,-6.370303449840875e-15,2.077247814080854e-13,5.504925084742589e-15,-3.588803219563603e-14,1.407439053044504e-13,-4.886399417818733e-14,-6.650412118005067e-15
frozenset({'PSPTO_1078'}),-1.859369593156631e-14,-1.95031812177011e-16,-1.597221110712275e-13,-6.420322218407098e-14,-4.216463868994953e-13,-1.002136786196676e-13,-3.971542553718098e-14,0.0,5.057305059596894e-15,
frozenset({'PSPTO_1079'}),0.0,4.242001304797017e-13,-2.034468141542221e-13,-1.326892304812149e-12,-2.343926051381619e-14,-1.677428962000452e-13,2.285530611472154e-14,-5.934562694355133e-15,1.078973608027712e-13,-5.776044056385276e-15
frozenset({'PSPTO_1080'}),0.0,-1.230825781530713e-14,4.558006589012878e-15,-7.799347216659076e-15,-1.735422260313634e-14,-2.010849798454699e-13,7.861623313008976e-14,2.35623793320253e-14,-1.063507376529804e-13,
frozenset({'PSPTO_1081'}),1.742923614334478e-13,-4.550471881545751e-13,-2.727793646853386e-13,-9.49594219068568e-15,-2.874273091303974e-12,1.025274033270008e-14,-7.975242948055791e-14,1.074171498301683e-12,4.235799113073908e-14,0.0
frozenset({'PSPTO_1104'}),-3.678944793403469e-12,1.43892149852991e-11,9.671306616406196e-12,-2.307508253342686e-12,-3.147428117006857e-12,56.75107627357271,105.202192576761,8.53901581078941e-13,1.646269544148374e-12,-1.46917210405161e-12
frozenset({'PSPTO_1105'}),0.0,-1.620865891373714e-16,-1.919422060092509e-13,6.717341520671051e-13,7.275750091972313e-13,-1.38149571232605e-13,-3.394826305058729e-14,-1.769533197331184e-13,,
frozenset({'PSPTO_1108'}),17.38718397160057,9.440546263420002,51.25545759544023,0.3718349010648789,32.50181087713496,56.75107627357332,105.2021925767612,79.32442688296166,63.20928391606805,46.63725098607694
frozenset({'PSPTO_1112'}),17.38718397160031,9.44054626342004,51.2554575954396,0.3718349010639886,32.50181087713492,56.75107627357394,105.2021925767596,79.16849037175186,63.2092839160669,46.63725098607848
frozenset({'PSPTO_1128'}),0.0,7.364402209885087e-16,1.931592238685801e-14,3.413926762137316e-13,6.909155911975799e-14,-4.227787530122451e-14,-1.497686918258224e-14,3.78719880125061e-14,5.973150935390634e-14,-3.285785408628636e-14
frozenset({'PSPTO_1131'}),17.38718397160028,9.440546263419538,51.25545759543885,0.3718349010780326,32.50181087713392,56.75107627357339,105.2021925767595,79.324426882955,63.2092839160672,46.63725098607721
frozenset({'PSPTO_1135'}),17.38718397160031,9.44054626342004,51.25545759543983,0.3718349010639886,-7.748256187219089e-15,7.04657592844336e-15,105.2021925767606,79.32442688296221,63.20928391606791,-9.427015511782518e-15
frozenset({'PSPTO_1136'}),9.983468102301696,8.535213892951744e-16,50.48120069577442,-1.96282763118474e-13,32.22086567467348,56.75107627357362,105.015910218781,77.3214738295095,-5.274748384042975e-14,45.71250583704735
frozenset({'PSPTO_1148'}),7.089760016886355e-14,2.518275741036387e-16,8.865220011582692e-14,1.282901703027572e-14,6.830158713338042e-14,0.0,-1.440934532610384e-13,5.243838923250755e-14,-2.974671633807824e-15,9.427015511782518e-15
frozenset({'PSPTO_1153'}),17.38718397160103,9.440546263419938,-8.75854706553979e-14,6.560042480073829e-14,-2.997762866432276e-14,-5.967426116985041e-14,4.518232424618165e-14,-1.038555781092856e-14,63.20928391606588,46.63725098607781
frozenset({'PSPTO_1156'}),17.38718397160067,9.440546263419918,51.2554575954387,0.3718349010645856,32.50181087713544,56.7510762735732,105.2021925767606,79.32442688296211,63.20928391606765,46.63725098607755
frozenset({'PSPTO_1169'}),14.22190726513591,9.204353850733664,50.28256295025989,0.2767543639022718,-3.587335417836258e-11,51.72671637981507,87.71240724355454,77.97035152130964,60.80183114902665,46.01100582080345
frozenset({'PSPTO_1174'}),17.38718397161491,9.440546263420783,51.25545759544303,0.3718349010646831,32.50181087713221,56.75107627357303,105.2021925767603,79.32442688296257,63.20928391606675,46.63725098607678
frozenset({'PSPTO_1178'}),17.38718397160013,9.440546263421995,51.25545759543819,0.3718349010644514,32.50181087713464,56.75107627357322,88.25617914538341,-4.190726429452129e-13,63.20928391606726,46.63725098607802
frozenset({'PSPTO_1182'}),17.38718397160649,9.440546263419623,51.25545759543995,0.371834901064826,32.50181087722536,56.75107627357211,105.2021925767607,79.32442688296126,63.20928391606689,46.63725098607772
frozenset({'PSPTO_1196'}),17.38718397160056,9.440546263419973,51.25545759543986,0.3718349010640962,32.50181087713616,56.75107627357178,105.2021925768019,79.32442688296126,63.20928391606697,46.63725098607746
frozenset({'PSPTO_1207'}),17.38718397158108,9.440546263418316,51.2554575954381,0.3718349010647193,32.50181087713422,56.75107627357404,105.2021925767609,79.32442688296233,63.2092839160669,46.63725098607784
frozenset({'PSPTO_1243'}),17.38718397159466,9.440546263419993,51.25545759544146,0.3718349010647725,32.50181087713381,56.75107627357274,105.2021925767635,79.32442688296142,63.20928391606591,46.63725098607731
frozenset({'PSPTO_1287'}),5.424994930474268e-13,2.895165206862014e-15,44.58424061912152,-8.636215265139847e-13,0.2730584645716812,0.2730584647534746,78.69139762509457,76.8622723864999,59.67570789747639,41.87688573154298
frozenset({'PSPTO_1288'}),17.38718397160124,9.440546263421044,51.25545759543689,0.3718349010646065,32.50181087713488,56.75107627357399,105.2021925767604,79.3244268829624,63.20928391606711,46.63725098607742
frozenset({'PSPTO_1289'}),17.38718397160037,9.440546263420002,51.25545759543999,0.2887308781932517,0.2887308781479754,56.75107627357292,105.1634242119951,79.32442688296187,63.20928391606706,46.63725098607723
frozenset({'PSPTO_1292'}),17.3871839716139,9.440546263420146,51.2554575954389,0.2898553677803882,0.2898553682851615,56.75107627357303,105.2021925767608,70.73247036739396,42.40337252274264,-2.912857842716787e-13
frozenset({'PSPTO_1293'}),17.38718397160028,9.440546263419924,51.25545759544129,0.2898553678096147,0.2898553677262855,56.75107627361492,105.2021925767608,70.73247036739377,42.40337252273967,-3.502192683947457e-14
frozenset({'PSPTO_1294'}),17.38718397160009,9.440546263419932,51.25545759543915,0.2898553677901559,0.2898553677899586,56.7510762735655,105.2021925767609,70.73247036739596,42.40337252274104,-2.919079868519188e-13
frozenset({'PSPTO_1295'}),17.38718397160027,9.44054626341993,51.25545759543513,0.2898553677905177,0.2898553677850836,56.75107627358909,105.2021925767608,70.73247036739517,42.40337252274212,1.784503306483892e-15
frozenset({'PSPTO_1302'}),17.38718397160056,9.440546263419973,51.25545759543986,0.3718349010640962,32.50181087713616,56.75107627357264,105.2021925768019,79.32442688296055,63.20928391606697,46.63725098607746
frozenset({'PSPTO_1325'}),17.09138193213009,8.776548329008785,46.73946004140308,0.3718349010645339,29.01632957857046,53.42856417892779,102.5461664005392,79.06434277774544,59.61051371197109,42.32389440016026
frozenset({'PSPTO_1326'}),17.09138193212216,8.776548329295142,46.73946004140394,0.3718349010649887,29.016329578572,53.42856417918473,102.546166400537,79.06434277774547,59.61051371196982,42.3238944001606
frozenset({'PSPTO_1327'}),17.09138193213572,8.776548329003168,46.73946004140613,0.3718349010656254,29.01632957857066,53.4285641791873,102.5461664005608,79.06434277774513,59.61051371197155,42.32389440016077
frozenset({'PSPTO_1329'}),17.09138193213087,8.776548329008772,46.73946004140377,0.3718349010642937,29.01632957857156,53.42856417918438,102.5461664005394,79.06434277774517,59.61051371197249,42.32389440016152
frozenset({'PSPTO_1332'}),0.0,6.374329512642729e-13,-1.037808793033734e-11,-6.370303449840875e-15,-1.038623907040427e-13,2.190272068091958e-12,8.601862606059113e-14,8.028693367246643e-14,9.373001378516343e-15,5.320329694404053e-14
frozenset({'PSPTO_1349'}),17.38718397160038,9.440546263419906,51.25545759543937,0.3718349010644156,32.50181087713741,56.75107627357259,105.2021925767412,79.32442688296179,63.20928391606747,46.63725098607739
frozenset({'PSPTO_1354'}),17.38718397159987,9.440546263419833,51.25545759544074,0.3718349010646186,32.50181087713263,56.75107627357401,105.2021925767607,79.32442688296247,63.20928391606675,46.63725098607851
frozenset({'PSPTO_1356'}),17.38718397160042,9.44054626342121,51.25545759543922,0.3718349010645308,32.5018108771332,56.75107627357396,105.2021925767618,79.32442688296274,63.20928391606775,46.63725098607767
frozenset({'PSPTO_1361'}),17.38718397160038,9.44054626341941,51.25545759543944,0.3718349010639192,32.501810877134,56.75107627357276,105.2021925767617,79.3244268829628,63.20928391606721,46.63725098607631
frozenset({'PSPTO_1421'}),17.38718397160044,9.440546263420256,51.25545759543895,0.371834901065122,32.50181087713381,56.75107627357394,105.2021925767734,79.32442688296199,63.20928391606738,46.63725098607767
frozenset({'PSPTO_1428'}),1.063447039602845e-10,-5.329731135213177e-15,9.159966405385247e-12,-4.350205621197717e-14,-8.967212715646493e-14,8.254648887459917e-14,-8.087166615314943e-14,4.741097355300262e-14,-1.511460974749862e-14,-2.018014936958539e-14
frozenset({'PSPTO_1430'}),1.786550264708818e-13,4.051663706474356e-11,-4.390168094906899e-13,-2.788045281427485e-13,2.473592904155416e-11,8.489558057496189e-13,5.146222438212094e-13,-1.307204204240328e-12,-1.21706448355058e-13,-1.33393553681546e-13
frozenset({'PSPTO_1434'}),0.0,-8.683469052942588e-16,2.282042332372989e-13,2.284087916665755e-17,4.714718903586543e-15,3.454445034817903e-13,-1.901688225477093e-14,6.012785602008041e-14,-3.265740975010978e-14,
frozenset({'PSPTO_1440'}),17.3871839713166,9.440546263420543,51.25545759543926,0.3718349010646653,32.50181087714483,56.75107627354167,105.2021925767602,79.32442688296032,63.20928391606651,46.6372509860778
frozenset({'PSPTO_1444'}),1.340360347579444e-14,9.440546263430987,-1.296504871297848e-14,3.822351134101058e-17,32.5018108771343,8.095803790027938e-14,105.2021925767524,79.32442688296167,7.056297298760508e-14,6.639461811651272e-14
frozenset({'PSPTO_1449'}),0.3038915579417982,-6.302515003130098e-12,-7.698951513478303e-11,2.159929634448289e-15,1.427039818371633e-12,1.864653880294313e-12,7.010000319322789e-14,1.30449177481971e-10,7.195800759195786e-13,-1.575982097892095e-11
frozenset({'PSPTO_1450'}),17.3871839716004,-3.249435468571581e-12,51.25545759544003,0.371834901064622,32.5018108771319,56.75107627357354,105.2021925767607,79.32442688296304,63.20928391606642,46.63725098607764
frozenset({'PSPTO_1455'}),17.38718397160397,9.440546263419973,51.25545759544096,0.3718349010643119,32.50181087713388,56.75107627357242,105.2021925767612,79.3244268829622,63.20928391606684,46.63725098607678
frozenset({'PSPTO_1459'}),-6.631956573313141e-12,2.648476870982926e-12,6.924716787260747e-12,-3.969869645070031e-12,1.641529544650927e-11,-8.632558550842873e-12,-3.25873434800951e-14,-1.113235924008905e-13,1.407734509842552e-11,-5.198439650746747e-12
frozenset({'PSPTO_1468'}),17.38718397160267,9.44054626341955,2.240579034330487e-11,-1.805572148204856e-11,3.213059214960108e-11,-6.303183641594922e-12,105.2021925767609,79.32442688296119,1.076714615053196e-11,5.341896046785017e-12
frozenset({'PSPTO_1480'}),-2.271889403058049e-14,-1.848199573596262e-16,51.25545759544107,-2.185339018105552e-14,32.48494369140408,56.72808443272098,104.864374769338,77.87265007038467,63.1870985633231,-1.087052097268135e-14
frozenset({'PSPTO_1508'}),17.38718397160044,9.440546263420268,51.2554575954422,0.3718349010651852,32.50181087712927,56.75107627357311,105.2021925767603,79.32442688296175,63.2092839160664,46.63725098607735
frozenset({'PSPTO_1509'}),-3.174181932081711e-12,4.314639485846332e-13,51.25545759543812,0.3718349010645185,-3.904432593228416e-11,56.75107627357769,95.95653515107846,75.92746951952249,62.1501700863568,41.3492329624799
frozenset({'PSPTO_1520'}),-4.167128390063465e-15,4.767189078191314e-13,1.39200451789731e-13,-6.561476026840231e-13,2.363618926263412e-14,-5.252597168217614e-14,5.716296355045194e-13,-2.462499209655325e-14,-5.40547892708672e-13,-1.879903333247357e-14
frozenset({'PSPTO_1523'}),17.3871839715559,9.440546263420146,51.2554575954389,0.3718349010746972,32.50181087712173,56.75107627357332,105.2021925767802,79.32442688296341,63.2092839160656,46.63725098607681
frozenset({'PSPTO_1536'}),7.171121411093554e-12,-3.988678798676042e-15,-5.602256733547143e-14,7.341149708521438e-14,1.002696982352908e-14,-2.630743350676011e-16,1.130115674756708e-13,2.222282781693118e-13,-3.687118552685702e-13,1.643884559147262e-13
frozenset({'PSPTO_1538'}),0.0,-7.659238017662438e-16,1.39200451789731e-13,9.289877186416196e-15,-3.669159205422998e-13,6.854291705062752e-13,5.621566146698525e-13,-2.042622067911939e-14,-4.914087043898895e-13,-3.816636781730082e-12
frozenset({'PSPTO_1539'}),0.0,3.947246712664293e-15,3.741029713213077e-13,-1.375618187933955e-14,-5.565288610335352e-16,-9.52821654675597e-14,-9.016874783236441e-14,6.938757063751604e-15,-5.836987806579094e-14,
frozenset({'PSPTO_1540'}),-1.631190234231915e-14,6.325547986459751e-15,6.493982082632594e-14,-2.741860323178026e-17,0.0,-3.868148484633542e-13,3.835884208756727e-14,-7.225071983065374e-14,-1.396896077524754e-13,
frozenset({'PSPTO_1542'}),-4.736309324663489e-15,-9.240997867981313e-16,-3.771832746031122e-14,-2.47655368561744e-13,-4.395085535785653e-14,-2.037001560436758e-14,2.994587046160229e-13,1.786292331856967e-13,7.801274765900888e-14,1.552931567525908e-15
frozenset({'PSPTO_1546'}),1.09083693935394e-14,3.973078055834541e-15,-2.198740812636633e-14,1.040379171238644e-13,-8.056560003470202e-14,5.356214086116099e-13,6.223629267482419e-12,-4.55151434668172e-14,5.575953022190032e-14,1.016620634968947e-13
frozenset({'PSPTO_1547'}),1.005270260684583e-14,1.52061774231876e-11,6.9823289707e-15,-4.22181728669552e-17,0.0,1.850327448467286e-15,-4.42130700160331e-14,3.470168050722994e-13,-1.411259459752102e-13,9.885531213372465e-14
frozenset({'PSPTO_1550'}),17.38718397160103,9.440546263419938,51.25545759544106,0.3718349010642956,32.50181087713522,56.75107627357499,105.202192576761,79.32442688296157,63.20928391606588,46.63725098607781
frozenset({'PSPTO_1552'}),-1.163050325243816e-14,3.947246712664293e-15,-7.25679135137205e-14,4.66716011151832e-14,-4.805498509722798e-13,2.924328553508337e-13,-3.289899362768629e-14,7.147142887314159e-13,0.0,7.782650408772126e-15
frozenset({'PSPTO_1553'}),-4.41367400987481e-14,-1.952182399056026e-14,1.114065702466452e-13,6.428181946857117e-14,-1.388019120849781e-14,3.495109133316919e-14,3.445165151004429e-12,0.0,-2.325356150913728e-13,-1.443930392103763e-13
frozenset({'PSPTO_1554'}),-5.139145778996244e-12,4.081989562699222e-13,46.02945064445792,-2.488266797760848e-11,32.33026285551936,45.96852002024345,90.36713601651171,79.32442688296177,60.33933297891936,42.93370934708702
frozenset({'PSPTO_1556'}),-1.205227784765033e-10,-1.060462565679182e-12,8.517370144847559e-14,-6.370303449840875e-15,2.077247814080854e-13,2.752462542371294e-14,2.070267768283537e-13,-7.241797234931649e-14,-1.085866537293052e-13,-6.650412118005067e-15
frozenset({'PSPTO_1558'}),17.38718397160068,9.440546263419936,51.25545759546681,0.3718349010703941,-1.62499745585158e-12,7.399608385061451e-13,101.7130179543295,79.32442688296041,63.20928391607067,46.6372509860778
frozenset({'PSPTO_1560'}),1.702693602793715e-12,-6.833092083689203e-16,-4.511550784231882e-14,0.0,1.733341223364719e-10,-1.151716739936186e-13,9.150996044382317e-14,4.298214419960522e-14,-5.515044727193071e-14,-1.002926045104339e-13
frozenset({'PSPTO_1562'}),0.3038915580242012,1.026638149047594e-15,4.998888575865051e-14,-6.826568251088186e-15,-6.365309048559895e-11,1.702279852047016e-13,2.146618875711468e-11,-7.449909613860175e-13,-8.065621189388998e-12,-8.627049055751994e-12
frozenset({'PSPTO_1582'}),0.0,3.880071481107668e-15,9.352574283032693e-14,1.259855920521387e-14,-9.247298076818179e-15,-2.72234758478742e-14,2.997772953237776e-14,4.631857969706949e-14,-5.007932242345438e-14,-6.402522020195682e-15
frozenset({'PSPTO_1633'}),2.645132603362857e-13,9.90889973489785e-16,-2.362921261967527e-13,-1.587555487096704e-14,2.924765361236243e-11,1.876531794983731e-13,-8.110577158019009e-14,79.32442688296281,7.84021500791154e-14,46.63725098607721
frozenset({'PSPTO_1661'}),3.07448843238929e-27,-5.669594099779652e-14,-8.338466348547711e-14,0.0,-2.547961543081688e-13,-6.701888792750109e-11,-1.242616740013562e-13,3.152195660375878e-11,1.455384460890464e-12,5.914413735531544e-14
frozenset({'PSPTO_1669'}),17.38718397124821,9.44054626341975,51.25545759543967,0.3718349010646653,32.50181087713484,56.75107627357348,105.2021925767606,79.3244268829602,63.20928391606675,46.63725098607779
frozenset({'PSPTO_1670'}),17.38718397160028,9.440546263419538,50.44117643426171,0.3718349010780326,32.50181087713392,56.75107627357319,87.47944239694608,79.18414730708578,51.16942031300665,25.90958388115417
frozenset({'PSPTO_1671'}),0.0,1.841300309048341e-14,-1.244868110019609e-14,3.567067586015664e-13,3.376909760769711e-14,-3.757240539630301e-14,2.136918960366428e-14,4.46939446773467e-14,,
