ids,growth,status
frozenset({'PSPTO_0387'}),104.30154323552813,optimal
frozenset({'PSPTO_2194'}),118.52448094946357,optimal
frozenset({'PSPTO_0955'}),118.52448094946357,optimal
frozenset({'PSPTO_5126'}),118.52448094946357,optimal
frozenset({'PSPTO_4564'}),118.5079535093437,optimal
frozenset({'PSPTO_5278'}),118.52448094946357,optimal
frozenset({'PSPTO_2028'}),118.52448094946357,optimal
frozenset({'PSPTO_1302'}),118.52448094946357,optimal
frozenset({'PSPTO_4495'}),4.627665512441765e-14,optimal
frozenset({'PSPTO_1079'}),4.627665512441765e-14,optimal
frozenset({'PSPTO_4433'}),118.52448094946402,optimal
frozenset({'PSPTO_5168'}),118.52448094946408,optimal
frozenset({'PSPTO_5083'}),118.52448094946408,optimal
frozenset({'PSPTO_1356'}),118.52448094946408,optimal
frozenset({'PSPTO_3009'}),118.52448094946416,optimal
frozenset({'PSPTO_1852'}),118.52448094946416,optimal
frozenset({'PSPTO_2703'}),118.52448094946418,optimal
frozenset({'PSPTO_0233'}),118.52448094946418,optimal
frozenset({'PSPTO_0386'}),118.52448094946418,optimal
frozenset({'PSPTO_1747'}),-2.0572633035049238e-13,optimal
frozenset({'PSPTO_5265'}),3.060414934983801e-13,optimal
frozenset({'PSPTO_4290'}),118.5244809494642,optimal
frozenset({'PSPTO_5604'}),94.81958475957067,optimal
frozenset({'PSPTO_2572'}),118.50795350934247,optimal
frozenset({'PSPTO_1293'}),118.52448094946253,optimal
