	PST_gapfilled_247	PST_gapfilled_482	PST_gapfilled_426	PST_gapfilled_118	PST_gapfilled_291	PST_gapfilled_83	PST_gapfilled_481	PST_gapfilled_119	PST_gapfilled_114	PST_gapfilled_203	PST_gapfilled_185	PST_gapfilled_0	PST_gapfilled_243	PST_gapfilled_425	PST_gapfilled_184	PST_gapfilled_244	PST_gapfilled_204	PST_gapfilled_84	PST_gapfilled_21	PST_gapfilled_290	PST_gapfilled_22	PST_gapfilled_246	PST_gapfilled_115
PSPTO_1539	61.24412638747495	20.574987248739514	20.557397713719688	54.83019803600825	20.580017202774016	62.47052857959906	62.463490275267944	20.557397713714106	55.037260234401664	54.8301980360082	21.34954358556394	59.77121974599763	54.42747076759296	54.42747076759293	62.463490275267944	20.580017202774037	20.580017202774002	20.558569847933594	56.44159783829876	62.46349027526809	61.31452093994157	62.46349027526797	21.350807795534273
PSPTO_0233	61.24412638747495	20.574987248739514	20.557397713719688	54.83019803600825	20.580017202774016	62.47052857959906	62.463490275267944	20.557397713714106	55.037260234401664	54.8301980360082	21.34954358556394	59.77121974599763	54.42747076759296	54.42747076759293	62.463490275267944	20.580017202774037	20.580017202774002	20.558569847933594	56.44159783829876	62.46349027526809	61.31452093994157	62.46349027526797	21.350807795534273
PSPTO_5401	61.24412638747495	20.574987248739514	20.557397713719688	54.83019803600825	20.580017202774016	62.47052857959906	62.463490275267944	20.557397713714106	55.037260234401664	54.8301980360082	21.34954358556394	59.77121974599763	54.42747076759296	54.42747076759293	62.463490275267944	20.580017202774037	20.580017202774002	20.558569847933594	56.44159783829876	62.46349027526809	61.31452093994157	62.46349027526797	21.350807795534273
PSPTO_2703	61.244126387474935	20.574987248739514	20.557397713719688	43.354110074983225	20.580017202774016	47.77158067851695	47.76619844579307	20.557397713714106	44.029808187521304	43.35411007498323	21.34954358556394	57.2807522565816	38.87676483399495	38.87676483399493	47.76619844579317	20.580017202774037	20.580017202774002	20.558569847933594	49.38639810851143	47.7661984457931	61.31452093994234	47.76619844579316	21.350807795534273
PSPTO_4110	61.244126387474935	20.574987248739514	20.557397713719688	54.83019803600825	20.580017202774016	62.47052857959906	62.4634902752678	20.557397713714106	55.037260234401636	54.83019803600823	21.34954358556394	59.771219745998145	54.42747076759284	54.427470767592894	62.463490275268086	20.580017202774037	20.580017202774002	20.558569847933594	56.44159783829877	62.46349027526793	61.31452093994234	62.46349027526798	21.350807795534273
PSPTO_5083	61.24412638747488	20.574987248739514	20.557397713719688	54.83019803600825	20.580017202774016	62.47052857959906	62.4634902752678	20.557397713714106	55.037260234401636	54.83019803600823	21.34954358556394	59.771219745998145	54.37449482430555	54.37449482430564	62.463490275268086	20.580017202774037	20.580017202774002	20.558569847933594	56.44159783829877	62.46349027526793	61.314520939942334	62.46349027526798	21.350807795534273
PSPTO_1053	61.24412638747495	20.57498724874055	20.557397713719677	48.38762834528641	20.580017202774016	55.256117246392556	55.250977789529124	20.557397713715048	48.3876132793328	48.387628345286394	21.34954358556394	56.946864330619796	49.44591065146399	49.44591065146414	55.250977789529124	20.580017202774037	20.580017202774002	20.558569847933544	55.6492477173536	55.250977789529145	61.314520939942206	55.25097778952909	21.35080779553429
PSPTO_3924	61.24412638747495	20.57498724874055	20.557397713719677	54.83019803600849	20.580017202774016	62.47052857959906	62.46349027526789	20.557397713715048	55.03726023440185	54.83019803600848	21.34954358556394	59.771219745998145	54.427470767592844	54.42747076759293	62.46349027526803	20.580017202774037	20.580017202774002	20.558569847933544	56.44159783829877	62.46349027526803	61.314520939942206	62.46349027526799	21.35080779553429
PSPTO_4461	61.24412638747495	20.57498724874055	20.557397713719677	54.83019803600849	20.580017202774016	62.47052857959906	62.46349027526789	20.557397713715048	55.03726023440185	54.83019803600848	21.34954358556394	59.771219745998145	54.427470767592844	54.42747076759293	62.46349027526803	20.580017202774037	20.580017202774002	20.558569847933544	56.44159783829877	62.46349027526803	61.314520939942206	62.46349027526799	21.35080779553429
PSPTO_5728	61.24412638747495	20.57498724874055	20.557397713719677	54.83019803600849	20.580017202774016	62.47052857959906	62.46349027526789	20.557397713715048	55.03726023440185	54.83019803600848	21.34954358556394	59.771219745998145	54.427470767592844	54.42747076759293	62.46349027526803	20.580017202774037	20.580017202774002	20.558569847933544	56.44159783829877	62.46349027526803	61.314520939942206	62.46349027526799	21.35080779553429
PSPTO_1852	61.24412638747495	20.57498724874055	20.557397713719677	54.83019803600849	20.580017202774016	62.47052857959906	62.46349027526789	20.557397713715048	55.03726023440185	54.83019803600848	21.34954358556394	59.771219745998145	54.427470767592844	54.42747076759293	62.46349027526803	20.580017202774037	20.580017202774002	20.558569847933544	56.44159783829877	62.46349027526803	61.314520939942206	62.46349027526799	21.35080779553429
PSPTO_4411	61.24412638747495	20.57498724874055	20.557397713719677	54.83019803600849	20.580017202774016	62.47052857959906	62.46349027526789	20.557397713715048	55.03726023440185	54.83019803600848	21.34954358556394	59.771219745998145	54.427470767592844	54.42747076759293	62.46349027526803	20.580017202774037	20.580017202774002	20.558569847933544	56.44159783829877	62.46349027526803	61.314520939942206	62.46349027526799	21.35080779553429
PSPTO_5262	61.24412638747495	20.57498724874055	20.557397713719677	54.83019803600849	20.580017202774016	62.47052857959906	62.46349027526789	20.557397713715048	55.03726023440185	54.83019803600848	21.34954358556394	59.771219745998145	54.427470767592844	54.42747076759293	62.46349027526803	20.580017202774037	20.580017202774002	20.558569847933544	56.44159783829877	62.46349027526803	61.314520939942206	62.46349027526799	21.35080779553429
PSPTO_2026	61.24412638747495	20.574987248740573	20.557397713719677	51.804120296154565	20.580017202774016	51.7976130345974	51.79442419792438	20.557397713718462	51.793011384348034	51.804120296154586	21.349543585563396	59.77029789075949	51.79779861086439	51.79779861086452	51.79442419792415	20.580017202774037	20.580017202774002	20.55856984793355	0.0	51.794424197924286	61.31452093994219	51.79442419792434	21.35080779553429
PSPTO_2339	61.24412638747495	20.574987248740573	20.557397713719677	54.83019803600859	20.580017202774016	62.47052857959904	62.463490275269784	20.557397713718462	55.037260234401415	54.83019803600847	21.349543585563396	59.771219745998145	54.427470767592844	54.4274707675929	62.46349027526852	20.580017202774037	20.580017202774002	20.55856984793355	56.441597838298755	62.463490275267795	61.31452093994219	62.46349027526789	21.35080779553429
PSPTO_0750	61.24412638747495	20.574987248740573	20.557397713719677	54.83019803600859	20.580017202774016	62.47052857959906	62.463490275269784	20.557397713718462	55.037260234401415	54.83019803600847	21.349543585563396	59.771219745998145	54.427470767592844	54.4274707675929	62.46349027526852	20.580017202774037	20.580017202774002	20.55856984793355	56.441597838298755	62.46349027526794	61.31452093994219	62.463490275267816	21.35080779553429
PSPTO_0800	61.24412638747495	20.574987248740573	20.557397713719677	54.83019803600859	20.580017202774016	62.47052857959906	62.463490275269784	20.557397713718462	55.037260234401415	54.83019803600847	21.349543585563396	59.771219745998145	54.427470767592844	54.4274707675929	62.46349027526852	20.580017202774037	20.580017202774002	20.55856984793355	56.441597838298755	62.46349027526794	61.31452093994219	62.463490275267816	21.35080779553429
PSPTO_3503	61.24412638747495	20.574987248740573	20.557397713719677	54.83019803600859	20.580017202774016	62.47052857959906	62.463490275269784	20.557397713718462	55.037260234401415	54.83019803600847	21.349543585563396	59.771219745998145	54.427470767592844	54.4274707675929	62.46349027526852	20.580017202774037	20.580017202774002	20.55856984793355	56.441597838298755	62.46349027526794	61.31452093994219	62.463490275267816	21.35080779553429
PSPTO_2367	61.24412638747495	20.574987248740573	20.557397713719677	54.83019803600859	20.580017202774016	62.47052857959906	62.463490275269784	20.557397713718462	55.037260234401415	54.83019803600847	21.349543585563396	59.771219745998145	54.427470767592844	54.4274707675929	62.46349027526852	20.580017202774037	20.580017202774002	20.55856984793355	56.441597838298755	62.46349027526794	61.31452093994219	62.463490275267816	21.35080779553429
PSPTO_3375	61.24412638747495	20.574987248740573	20.557397713719677	54.647873896823945	20.580017202774016	62.47052857959915	62.46349027526815	20.557397713713637	55.03726023440159	54.64787389682458	21.349543585563403	59.577108879570794	54.42747076759282	54.4274707675929	62.46349027526794	20.580017202774037	20.580017202774002	20.55856984793355	56.441597838298755	62.46349027526809	61.314520939942206	62.4634902752679	21.35080779553429
PSPTO_0543	61.24412638747495	20.574987248740573	20.557397713719677	54.83019803600859	20.580017202774016	62.47052857959915	62.46349027526815	20.557397713713637	55.03726023440159	54.83019803600847	21.349543585563403	59.771219745998145	54.42747076759282	54.4274707675929	62.46349027526794	20.580017202774037	20.580017202774002	20.55856984793355	56.441597838298755	62.46349027526794	61.314520939942206	62.463490275267965	21.35080779553429
PSPTO_4432	61.24412638747495	20.574987248740573	20.557397713719677	54.83019803600859	20.580017202774016	62.47052857959915	62.46349027526815	20.557397713713637	55.03726023440159	54.83019803600847	21.349543585563403	59.771219745998145	54.42747076759282	54.4274707675929	62.46349027526794	20.580017202774037	20.580017202774002	20.55856984793355	56.441597838298755	62.46349027526794	61.314520939942206	62.463490275267965	21.35080779553429
PSPTO_0128	61.24412638747495	20.574987248740573	20.557397713719677	54.83019803600859	20.580017202774016	62.47052857959915	62.46349027526815	20.557397713713637	55.03726023440159	54.83019803600847	21.349543585563403	59.771219745998145	54.42747076759282	54.4274707675929	62.46349027526794	20.580017202774037	20.580017202774002	20.55856984793355	56.441597838298755	62.46349027526794	61.314520939942206	62.463490275267965	21.35080779553429
PSPTO_2618	61.24412638747495	20.574987248740573	20.557397713719677	54.83019803600859	20.580017202774016	62.47052857959915	62.46349027526815	20.557397713713637	55.03726023440159	54.83019803600847	21.349543585563403	59.74833956406683	54.42747076759282	54.4274707675929	62.46349027526794	20.580017202774037	20.580017202774002	20.55856984793355	56.441597838298755	62.46349027526794	61.314520939942206	62.463490275267965	21.35080779553429
PSPTO_1550	61.24412638747494	20.574987248740573	20.557397713719677	54.83019803600859	20.580017202774016	62.47052857959915	62.46349027526815	20.557397713713637	55.03726023440159	54.83019803600847	21.349543585563403	59.771219745998145	54.42747076759282	54.4274707675929	62.46349027526794	20.580017202774037	20.580017202774002	20.55856984793355	56.441597838298755	62.46349027526794	61.314520939942206	62.463490275267965	21.35080779553429
PSPTO_0218	61.24412638747495	20.574987248739863	20.557397713719677	41.91596083786452	20.580017202774002	59.351345583071804	59.34591374992144	20.55739771371966	41.91898566382408	41.91596083786452	21.349543585563836	57.67211430225919	42.71671197888201	42.716711978881925	59.34591374992126	20.580017202773547	20.580017202757734	20.558569847933406	41.96587014385354	59.34591374992132	61.31452093994241	59.345913749921294	21.350807795534298
PSPTO_0187	61.24412638747495	20.574987248739863	20.557397713719677	54.830198036008056	20.580017202774002	62.47052857959909	62.46349027526818	20.55739771371966	55.037260234401664	54.83019803600819	21.349543585563836	59.77121974599813	54.42747076759348	54.42747076759293	62.46349027526791	20.580017202773547	20.580017202757734	20.558569847933406	56.441597838298755	62.46349027526815	61.31452093994241	62.463490275267915	21.350807795534298
PSPTO_2786	61.24412638747495	20.574987248739863	20.557397713719677	54.830198036008056	20.580017202774002	62.47052857959909	62.46349027526818	20.55739771371966	55.037260234401664	54.83019803600819	21.349543585563836	59.77121974599813	54.42747076759348	54.42747076759293	62.46349027526791	20.580017202773547	20.580017202757734	20.558569847933406	56.441597838298755	62.46349027526817	61.31452093994241	62.46349027526782	21.350807795534298
PSPTO_2178	61.24412638747495	20.574987248739863	20.557397713719677	54.830198036008056	20.580017202774002	62.47052857959909	62.46349027526818	20.55739771371966	55.037260234401664	54.83019803600819	21.349543585563836	59.77121974599813	54.42747076759348	54.42747076759293	62.46349027526791	20.580017202773547	20.580017202757734	20.558569847933406	56.441597838298755	62.46349027526817	61.31452093994241	62.46349027526782	21.350807795534298
PSPTO_4895	61.24412638747495	20.574987248739863	20.557397713719677	54.830198036008056	20.580017202774002	62.47052857959909	62.46349027526818	20.55739771371966	55.037260234401664	54.83019803600819	21.349543585563836	59.77121974599813	54.42747076759348	54.42747076759293	62.46349027526791	20.580017202773547	20.580017202757734	20.558569847933406	56.441597838298755	62.46349027526817	61.31452093994241	62.46349027526782	21.350807795534298
PSPTO_0782	61.24412638747495	20.574987248739863	20.557397713719677	54.830198036008056	20.580017202774002	62.47052857959909	62.46349027526818	20.55739771371966	55.037260234401664	54.83019803600819	21.349543585563836	59.77121974599813	54.42747076759348	54.42747076759293	62.46349027526791	20.580017202773547	20.580017202757734	20.558569847933406	56.441597838298755	62.46349027526817	61.31452093994241	62.46349027526782	21.350807795534298
PSPTO_5604	40.82941759164997	-7.28265094180324e-15	0.0	31.68121344603348	-2.230949937072704e-15	40.42210672797583	40.417552531055684	0.0	31.675494150500377	31.68121344603332	3.162323904540193e-12	39.91163801315843	31.10141186719586	31.101411867195964	40.417552531055975	8.110222007253756e-14	-2.094175905457842e-14	0.0	35.275998648936685	40.4175525310556	40.87634729329497	40.41755253105572	-1.0601011310807549e-14
PSPTO_0549	61.24412638747495	20.574987248739507	20.55739771371934	54.830198036009165	20.5800172027732	62.47052857959906	62.46349027526791	20.557397713719645	55.03726023440162	54.83019803600816	21.34954358548992	59.77121974599813	54.427470767592	54.42747076759299	62.46349027526821	20.580017202774002	20.580017202774005	20.55856984793337	56.44159783829876	62.46349027526821	61.3145209399424	62.463490275267944	21.350807795536614
PSPTO_2106	61.24412638747495	20.574987248739532	20.557397713719332	54.83019803600945	20.58001720277398	62.47052857959906	62.46349027526791	20.55739771372165	55.037260234401586	54.83019803600815	21.34954358548964	59.77121974599819	54.427470767592	54.42747076759299	62.46349027526821	20.580017202773977	20.580017202774005	20.55856984793305	56.44159783829871	62.46349027526821	61.3145209399424	62.463490275267944	21.350807795523586
PSPTO_1930	61.24412638747495	20.574987248739543	20.557397713719332	54.83019803600945	20.580017202773973	62.47052857959906	62.46349027526791	20.55739771372165	55.037260234401586	54.83019803600815	21.34954358548964	59.77121974599819	54.427470767592	54.42747076759299	62.46349027526821	20.580017202773977	20.580017202774005	20.55856984793305	56.44159783829871	62.46349027526821	61.3145209399424	62.463490275267944	21.350807795523586
PSPTO_4572	61.24412638747495	20.57498724873955	20.557397713719332	54.83019803600945	20.580017202773973	62.47052857959906	62.46349027526791	20.55739771372165	55.037260234401586	54.83019803600815	21.34954358548963	59.77121974599819	54.427470767592	54.42747076759299	62.46349027526821	20.580017202773977	20.580017202773973	20.558569847932823	56.44159783829871	62.46349027526821	61.3145209399424	62.463490275267944	21.350807795523593
PSPTO_4265	61.24412638747495	20.57498724873955	20.557397713719332	54.83019803600945	20.580017202773973	62.47052857959906	62.46349027526791	20.55739771372165	55.037260234401586	54.83019803600815	21.34954358548963	59.77121974599819	54.427470767592	54.42747076759299	62.46349027526821	20.580017202773977	20.580017202773973	20.558569847932823	56.44159783829871	62.46349027526821	61.3145209399424	62.463490275267944	21.350807795523593
PSPTO_0959	61.24412638747495	20.57498724873955	20.557397713719332	54.83019803600945	20.580017202773973	62.47052857959906	62.46349027526791	20.55739771372165	55.037260234401586	54.83019803600815	21.34954358548963	59.77121974599819	54.427470767592	54.42747076759299	62.46349027526821	20.580017202773977	20.580017202773973	20.558569847932823	56.44159783829871	62.46349027526821	61.3145209399424	62.463490275267944	21.350807795523593
PSPTO_2680	61.24412638747495	20.57498724873955	20.557397713719332	54.83019803600945	20.580017202773973	62.47052857959906	62.46349027526791	20.55739771372165	55.037260234401586	54.83019803600815	21.34954358548963	59.77121974599819	54.427470767592	54.42747076759299	62.46349027526821	20.580017202773977	20.580017202773973	20.558569847932823	56.44159783829871	62.46349027526821	61.3145209399424	62.463490275267944	21.350807795523593
PSPTO_2275	61.24412638747495	20.57498724873955	20.557397713719332	54.83019803600945	20.580017202773973	62.47052857959906	62.46349027526791	20.55739771372165	55.037260234401586	54.83019803600815	21.34954358548963	59.77121974599819	54.427470767592	54.42747076759299	62.46349027526821	20.580017202773977	20.580017202773973	20.558569847932823	56.44159783829871	62.46349027526821	61.3145209399424	62.463490275267944	21.350807795523593
PSPTO_3360	61.24412638747495	20.57498724873955	20.557397713719332	54.83019803600945	20.580017202773973	62.47052857959906	62.46349027526791	20.55739771372165	55.037260234401586	54.83019803600815	21.34954358548963	59.77121974599819	54.427470767592	54.42747076759299	62.46349027526821	20.580017202773977	20.580017202773973	20.558569847932823	56.44159783829871	62.46349027526821	61.3145209399424	62.463490275267944	21.350807795523593
PSPTO_3702	61.244126387474964	20.574987248739586	20.557397713719638	49.71327344604592	20.580017202773988	62.47052857959905	62.46349027526791	20.557397713721727	55.037260234401494	49.71327344604336	21.349543585563936	59.2450876076925	54.42747076759295	54.4274707675931	62.46349027526821	20.580017202773952	20.58001720277393	20.558569847933907	56.4415978382987	62.46349027526819	61.3145209399424	62.46349027526793	21.35080779550958
PSPTO_5274	61.244126387474964	20.574987248739586	20.557397713719638	54.83019803600951	20.580017202773988	62.47052857959905	62.46349027526791	20.557397713721727	55.037260234401494	54.83019803600811	21.349543585563936	59.77121974599819	54.42747076759295	54.4274707675931	62.46349027526821	20.580017202773952	20.58001720277393	20.558569847933907	56.4415978382987	62.46349027526819	61.3145209399424	62.46349027526793	21.35080779550958
PSPTO_0955	3.211788721551198e-13	-3.382030929041781e-14	-1.8639069663324922e-13	-1.0661314442501015e-14	7.647524007164728e-13	-8.420001735770334e-14	-6.819873196622832e-13	1.5943337350933041e-12	-1.446585204845655e-13	8.942400548317001e-14	-5.57242051341412e-13	1.4795598848290896e-13	54.42747076759295	54.4274707675931	1.5912406854716239e-12	6.2515153756197144e-15	-1.8579128606816649e-13	-5.102052359334829e-14	1.440266061210671e-13	8.144089077050295e-13	3.3196012357124956e-13	1.4525827099814856e-13	-2.0291923451734349e-10
PSPTO_4866	61.24412638747497	20.574987248739586	20.557397713719638	54.44276203757324	20.580017202773988	61.79829358255884	61.78928196356	20.557397713721727	54.43965027489699	54.44276203757325	21.349543585563936	2.7279123574405505e-13	52.49537757446697	52.49537757446708	61.789281963560256	20.580017202773952	20.58001720277393	20.558569847933907	56.4359751455496	61.789281963560356	61.3145209399424	61.78928196356005	21.35080779550958
223283.9.peg.5202	61.24412638747497	20.574987248739586	20.557397713719638	54.83019803600823	20.580017202773988	62.470528579599076	62.46349027526786	20.557397713721727	55.03726023440624	54.83019803600817	21.349543585563936	59.7712197459981	54.427470767592965	54.42747076759307	62.46349027526812	20.580017202773952	20.58001720277393	20.558569847933907	56.44159783829874	62.46349027526821	61.3145209399424	62.463490275267944	21.35080779550958
PSPTO_2900	61.24412638747497	20.574987248739586	20.557397713719638	54.83019803600823	20.580017202773988	62.470528579599076	62.46349027526786	20.557397713721727	55.03726023440624	54.83019803600817	21.349543585563936	59.7712197459981	54.427470767592965	54.42747076759307	62.46349027526812	20.580017202773952	20.58001720277393	20.558569847933907	56.44159783829874	62.46349027526821	61.3145209399424	62.463490275267944	21.35080779550958
PSPTO_2341	61.24412638747497	20.574987248739586	20.557397713719638	54.83019803600823	20.580017202773988	62.470528579599076	62.46349027526786	20.557397713721727	55.03726023440624	54.83019803600817	21.349543585563936	59.7712197459981	54.427470767592965	54.42747076759307	62.46349027526812	20.580017202773952	20.58001720277393	20.558569847933907	56.44159783829874	62.46349027526821	61.3145209399424	62.463490275267944	21.35080779550958
PSPTO_0981	61.24412638747497	20.574987248739586	20.557397713719638	54.83019803600823	20.580017202773988	62.470528579599076	62.46349027526786	20.557397713721727	55.03726023440624	54.83019803600817	21.349543585563936	59.7712197459981	54.427470767592965	54.42747076759307	62.46349027526812	20.580017202773952	20.58001720277393	20.558569847933907	56.44159783829874	62.46349027526821	61.3145209399424	62.463490275267944	21.35080779550958
PSPTO_4144	8.277826717274917e-14	-3.10202982773584e-15	2.879775811068449e-14	54.83019803600823	20.580017202773988	62.470528579599076	62.46349027526786	4.291475534378358e-13	55.03726023440624	54.83019803600817	21.349543585563936	59.7712197459981	54.427470767592965	54.42747076759307	62.46349027526812	20.580017202773952	20.58001720277393	2.5066243254136828e-14	56.44159783829874	62.46349027526821	61.3145209399424	62.463490275267944	21.35080779550958
PSPTO_3054	61.244126387475	20.574987248739586	20.557397713719638	54.83019803600823	20.580017202773988	62.470528579599076	62.46349027526786	20.557397713721727	55.03726023440624	54.83019803600817	21.349543585563936	59.7712197459981	54.427470767592965	54.42747076759307	62.46349027526812	20.580017202773952	20.58001720277393	20.558569847933907	56.44159783829874	62.46349027526821	61.3145209399424	62.463490275267944	21.35080779550958
PSPTO_2369	61.244126387475	20.574987248739586	20.557397713719638	54.83019803600823	20.580017202773988	62.470528579599076	62.46349027526786	20.557397713721727	55.03726023440624	54.83019803600817	21.349543585563936	59.7712197459981	54.427470767592965	54.42747076759307	62.46349027526812	20.580017202773952	20.58001720277393	20.558569847933907	56.44159783829874	62.46349027526821	61.3145209399424	62.463490275267944	21.35080779550958
PSPTO_4168	61.244126387475	20.574987248739546	20.557397713719638	54.760039242385304	20.58001720277401	62.28937240355044	62.28237485802842	20.557397713721727	54.9176545770542	54.760039242385226	21.349543585564025	59.7712197459981	53.6881556638881	53.68815566388821	62.28237485802866	20.580017202773952	20.58001720277392	20.558569847933907	56.362919399826346	62.282374858028724	61.31452093994239	62.28237485802849	21.35080779550929
PSPTO_5315	61.244126387475	20.574987248739546	20.557397713719638	54.83019803600823	20.58001720277401	62.470528579599076	62.46349027526786	20.557397713721727	55.03726023440624	54.83019803600817	21.349543585564025	59.7712197459981	54.427470767592965	54.42747076759307	62.46349027526812	20.580017202773952	20.58001720277392	20.558569847933907	56.44159783829874	62.46349027526821	61.31452093994239	62.463490275267944	21.35080779550929
PSPTO_3840	61.244126387475	20.574987248739546	20.557397713719638	54.83019803600823	20.58001720277401	62.470528579599076	62.46349027526786	20.557397713721727	55.03726023440624	54.83019803600817	21.349543585564025	59.7712197459981	54.427470767592965	54.42747076759307	62.46349027526812	20.580017202773952	20.58001720277392	20.558569847933907	56.44159783829874	62.46349027526821	61.31452093994239	62.463490275267944	21.35080779550929
PSPTO_4112	61.244126387475	20.574987248739546	20.557397713719638	54.83019803600823	20.58001720277401	62.470528579599076	62.46349027526786	20.557397713721727	55.03726023440624	54.83019803600817	21.349543585564025	59.7712197459981	54.427470767592965	54.42747076759307	62.46349027526812	20.580017202773952	20.58001720277392	20.558569847933907	56.44159783829874	62.46349027526821	61.31452093994239	62.463490275267944	21.35080779550929
PSPTO_4502	61.244126387475	20.574987248739546	20.557397713719638	54.80836925832573	20.58001720277401	62.344760204428745	62.33775020961877	20.557397713719627	54.9285286772265	54.808369258325655	21.299739255868726	59.767774271486466	54.299026751813415	54.299026751813464	62.33775020961882	20.580017202773945	20.58001720277392	20.558569847933907	56.43782909244621	62.33775020961911	61.314520939942426	62.33775020961881	21.300997574208395
PSPTO_5006	61.244126387475	20.574987248739546	20.557397713719638	54.83019803600823	20.58001720277401	62.470528579599076	62.46349027526795	20.557397713719627	55.037260234401565	54.83019803600817	21.349543585564025	59.7712197459981	54.427470767592965	54.42747076759307	62.46349027526791	20.580017202773945	20.58001720277392	20.558569847933907	56.44159783829874	62.46349027526821	61.314520939942426	62.463490275267944	21.35080779550929
PSPTO_3860	61.244126387475	20.574987248739546	20.557397713719638	54.83019803600823	20.58001720277401	62.470528579599076	62.46349027526795	20.557397713719627	55.037260234401565	54.83019803600817	21.349543585564025	59.7712197459981	54.427470767592965	54.42747076759307	62.46349027526791	20.580017202773945	20.58001720277392	20.558569847933907	56.44159783829874	62.46349027526821	61.314520939942426	62.463490275267944	21.35080779550929
