	PST_gapfilled_0	PST_gapfilled_10	PST_gapfilled_31	PST_gapfilled_32	PST_gapfilled_9	PST_gapfilled_6	PST_gapfilled_7
PSPTO_0338	20.753492840519467	20.75109250967157	51.83160867019942	20.780969511783383	51.85072317156308	53.609465781343935	20.751092509672283
PSPTO_0169	20.753492840519467	20.75109250967157	51.83160867019942	20.780969511783383	51.85072317156308	53.609465781343935	20.751092509672283
PSPTO_2339	20.753492840519467	20.75109250967157	51.83160867019942	20.780969511783383	51.85072317156308	53.609465781343935	20.751092509672283
PSPTO_2348	20.753492840519467	20.75109250967157	51.83160867019942	20.780969511783383	51.85072317156308	53.609465781343935	20.751092509672283
PSPTO_1361	20.753492840519467	20.75109250967157	51.83160867019942	20.780969511783383	51.85072317156308	53.609465781343935	20.751092509672283
PSPTO_3371	20.753492840519467	20.75109250967157	51.83160867019942	20.780969511783383	51.850723171562954	53.609465781343935	20.751092509672283
PSPTO_0890	20.753492840519467	20.75109250967157	51.83160867019942	20.780969511783383	51.850723171562954	53.609465781343935	20.751092509672283
PSPTO_2368	20.753492840519467	20.75109250967157	51.83160867019942	20.780969511783383	51.850723171562954	53.609465781343935	20.751092509672283
PSPTO_1523	20.753492840519467	20.75109250967157	51.83160867019942	20.780969511783383	51.850723171562954	53.609465781343935	20.751092509672283
PSPTO_5461	20.753492840519467	20.75109250967157	51.83160867019942	20.780969511783383	51.850723171562954	53.609465781343935	20.751092509672283
PSPTO_2787	20.753492840519467	20.75109250967157	51.83160867019942	20.780969511783383	51.850723171562954	53.609465781343935	20.751092509672283
PSPTO_3706	20.753492840519467	20.75109250967157	51.83160867019942	20.780969511783383	51.850723171562954	53.609465781343935	20.751092509672283
PSPTO_0676	20.753492840519467	20.75109250967157	51.83160867019942	20.780969511783383	51.850723171562954	53.609465781343935	20.751092509672283
PSPTO_2944	20.753492840519467	20.75109250967157	51.83160867019942	20.780969511783383	51.850723171562954	53.609465781343935	20.751092509672283
PSPTO_5262	20.753492840519467	20.75109250967157	51.83160867019942	20.780969511783383	51.850723171562954	53.609465781343935	20.751092509672283
PSPTO_4563	20.753492840519467	20.75109250967157	51.829919130171874	20.780969511783383	51.849032385186156	53.60653952653182	20.751092509672283
PSPTO_1539	20.753492840519467	20.75109250967157	51.83160867019942	20.780969511783383	51.850723171562954	53.609465781343935	20.751092509672283
PSPTO_1746	20.753492840519467	20.75109250967157	51.83160867019942	20.780969511783383	51.850723171562954	53.609465781343935	20.751092509672283
PSPTO_4254	20.753492840519467	20.75109250967157	51.83160867019942	20.780969511783383	51.850723171562954	53.609465781343935	20.751092509672283
PSPTO_5521	20.753492840519467	20.75109250967157	51.83160867019942	20.780969511783383	51.850723171562954	53.609465781343935	20.751092509672283
PSPTO_0817	20.449810511319313	20.445926470613898	51.83160867019942	20.525309553083925	51.850723171562954	53.609465781343935	20.445926470614523
PSPTO_0458	20.753492840519563	20.751092509671608	51.83160867019942	20.78096951178327	51.850723171562954	53.609465781343935	20.751092509672283
PSPTO_1112	20.753492840519563	20.751092509671608	51.83160867019942	20.78096951178327	51.850723171562954	53.609465781343935	20.751092509672283
PSPTO_2761	20.753492840519563	20.751092509671608	51.83160867019942	20.78096951178327	51.850723171562954	53.609465781343935	20.751092509672283
PSPTO_1747	20.753492840519563	20.751092509671608	51.83160867019942	20.78096951178327	51.850723171562954	53.609465781343935	20.751092509672283
PSPTO_4098	20.753492840519563	20.751092509671608	51.83160867019942	20.78096951178327	51.850723171562954	53.609465781343935	20.751092509672283
PSPTO_2046	20.753492840519563	20.751092509671608	51.83160867019942	20.78096951178327	51.850723171562954	53.609465781343935	20.751092509672283
PSPTO_4680	20.753492840519563	20.751092509671608	51.83160867019942	20.78096951178327	51.850723171562954	53.609465781343935	20.751092509672283
PSPTO_4433	20.753492840519563	20.751092509671608	51.83160867019942	20.78096951178327	51.850723171562954	53.609465781343935	20.751092509672283
PSPTO_5274	20.728366841524913	20.726371367606266	51.83160867019942	20.746968224883652	51.850723171562954	53.609465781343935	20.726371367606664
PSTPO_5279	20.75349284051958	20.751092509671608	51.83160867019942	20.78096951178327	51.850723171562954	53.609465781343935	20.751092509672283
PSPTO_1108	20.75349284051958	20.751092509671608	51.83160867019942	20.78096951178327	51.850723171562954	53.609465781343935	20.751092509672283
PSPTO_0604	20.75349284051958	20.751092509671608	51.83160867019942	20.78096951178327	51.850723171562954	53.609465781343935	20.751092509672283
SPONTANEOUS	20.75349284051958	20.751092509671608	51.83160867019942	20.780969511783308	51.850723171562954	53.609465781343935	20.75109250967226
PSPTO_4410	20.75349284051958	20.751092509671608	51.83160867019942	20.780969511783308	51.850723171562954	53.609465781343935	20.75109250967226
PSPTO_1325	-3.9643234855955185e-13	6.269980470743792e-12	51.451236205275315	-1.5762004117620508e-15	51.47007113697017	-1.4358881506407227e-14	4.440179561662701e-15
PSPTO_2401	20.753492840522497	20.751092509780243	51.83160867019939	20.780969511785823	51.85072317156294	53.60946578134396	20.751092509672233
PSPTO_0955	1.2782166790462926e-12	9.134190728730248e-10	-2.6901451371345907e-14	2.8420967374733847e-12	4.296748749863919e-13	53.60946578134396	-1.3997804854085383e-11
PSPTO_0701	20.753492840522433	20.751092509672283	51.83160867019939	20.780969511785823	51.850723171563025	53.60946578134396	20.751092509672265
PSPTO_5302	20.753492840522433	20.751092509672283	51.83160867019939	20.780969511785823	51.85072317156304	53.60946578134396	20.751092509672265
PSPTO_0692	20.753492840522433	20.751092509672283	51.83160867019939	20.780969511785823	51.85072317156304	53.60946578134396	20.751092509672265
PSPTO_1760	0.0	-1.0390640070631782e-14	1.5232096879391036e-12	20.693686588133055	8.959609240928431e-12	2.752686849760822e-13	8.838160627692238e-13
PSPTO_2195	0.0	5.19743185833301e-15	-2.0794671507701075e-14	-2.312368903910993e-14	51.83398555253011	2.4658555058464445e-14	3.4204674416926227e-16
PSPTO_0800	20.75349284051946	20.751092509671583	51.83160867019939	20.78096951178567	51.850723171562976	53.60946578134396	20.75109250967275
PSPTO_0460	20.75349284051946	20.751092509671583	51.83160867019939	20.78096951178567	51.850723171562976	53.60946578134396	20.75109250967275
PSPTO_1859	20.75349284051946	20.751092509671583	51.83160867019939	20.78096951178567	51.850723171562976	53.60946578134396	20.75109250967275
PSPTO_1835	20.75349284051946	20.751092509671583	51.83160867019939	20.78096951178567	51.850723171562976	53.60946578134396	20.75109250967275
PSPTO_2196	-2.540906702822837e-15	5.998440749266026e-15	-3.8990009076939514e-14	-1.4714663854737912e-13	51.833985552530116	1.629956194557075e-14	7.307887889666456e-15
PSPTO_1699	-1.489481082487624e-13	-3.6363823815941126e-14	51.82944210055947	0.0	51.847791211563006	52.38150134088047	-9.494017053786858e-14
PSPTO_1295	20.75349284051433	20.751092509671686	51.83160867019939	20.78096951178389	51.850723171562976	53.60946578134396	20.751092509672272
PSPTO_1131	20.75349284051433	20.751092509671686	51.83160867019939	20.78096951178389	51.850723171562976	53.60946578134396	20.751092509672272
PSPTO_5188	20.75349284051433	20.751092509671686	51.83160867019939	20.78096951178389	51.850723171562976	53.60946578134396	20.751092509672272
PSPTO_1748	20.75349284051433	20.751092509671686	51.83160867019939	20.78096951178389	51.850723171562976	53.60946578134396	20.751092509672272
PSPTO_0956	1.0906136048508531e-13	1.4538349068433625e-14	-5.37354370566167e-13	1.0563347224146698e-13	-1.46009977915252e-13	53.60946578134396	4.439098203314038e-15
PSPTO_0301	20.753492840525215	20.751092509671686	51.83160867019939	20.78096951178389	51.850723171563004	53.60946578134396	20.751092509672265
PSPTO_0457	20.753492840525215	20.751092509671686	51.83160867019939	20.78096951178389	51.850723171563004	53.60946578134396	20.751092509672265
PSPTO_4337	20.345238552293164	20.341906634888517	50.81559982525314	20.399406845843608	51.337313898876296	52.99474408307654	20.341906634889177
PSPTO_1692	20.753492840525215	20.751092509671686	51.83160867019939	20.78096951178389	51.850723171563004	53.60946578134396	20.751092509672272
PSPTO_0073	20.753492840525215	20.751092509671686	51.83160867019939	20.78096951178389	51.850723171563004	53.60946578134396	20.751092509672272
PSPTO_0568	20.753492840525215	20.751092509671686	51.83160867019939	20.78096951178389	51.850723171563004	53.60946578134396	20.751092509672272
PSPTO_0239	20.753492840525215	20.751092509671686	51.83160867019939	20.78096951178389	51.850723171563004	53.60946578134396	20.751092509672272
PSPTO_5278	20.728366841530708	20.726371367606337	51.83160867019939	20.746968224884128	51.850723171563004	53.60946578134396	20.72637136760684
PSPTO_5189	20.753492840525215	20.751092509671686	51.83160867019939	20.78096951178391	51.850723171563004	53.60946578134396	20.751092509672272
PSPTO_0359	20.753492840525215	20.751092509671686	51.83160867019939	20.78096951178391	51.850723171563004	53.60946578134396	20.751092509672272
PSPTO_1633	20.753492840525215	20.751092509671686	51.83160867019939	20.78096951178391	51.850723171563004	53.60946578134396	20.751092509672272
PSTPO_0757	20.732477240864004	20.73034790481259	21.223349922693437	20.7718786738631	21.223349922649035	21.44266458970079	20.730347904813126
PSPTO_1754	20.753492840525215	20.751092509671686	51.83160867019939	20.78096951178391	51.85072317154278	53.60946578134396	20.751092509672272
PSPTO_0787	20.753492840525215	20.751092509671686	51.82991913017184	20.78096951178391	51.84903238516558	53.60653952653186	20.751092509672272
PSPTO_3950	-1.0599271404699067e-13	9.125553934046608e-13	51.83160867019939	20.78096951178391	51.85072317154278	52.324549297512654	-2.7140652839028978e-17
PSPTO_0722	20.753492840520742	20.75109250967224	51.83160867019939	20.78096951178391	51.85072317154278	53.60946578134398	20.751092509672272
PSPTO_5335	20.753492840520742	20.75109250967224	51.83160867019939	20.78096951178391	51.85072317154278	53.60946578134398	20.751092509672272
PSPTO_4112	20.753492840520742	20.75109250967224	51.83160867019939	20.78096951178391	51.85072317154278	53.60946578134398	20.751092509672272
PSPTO_2367	20.753492840520742	20.75109250967224	51.83160867019939	20.78096951178391	51.85072317154278	53.60946578134398	20.751092509672272
PSPTO_2194	20.753492840520742	20.75109250967224	51.83160867019939	20.78096951178391	51.85072317154278	53.60946578134398	20.751092509672272
PSPTO_5260	20.753492840520742	20.75109250967224	51.83160867019939	20.78096951178391	51.85072317154278	53.60946578134398	20.751092509672272
PSPTO_5270	20.72836684152622	20.72637136760681	51.83160867019939	20.746968224884128	51.85072317154278	53.60946578134398	20.72637136760684
PSPTO_0461	20.753492840520742	20.75109250967224	51.83160867019939	20.780969511783912	51.85072317154278	53.60946578134398	20.751092509672272
223283.9.peg.2657	20.753492840520742	20.75109250967224	51.83160867019939	20.780969511783912	51.85072317154278	53.60946578134398	20.751092509672272
PSPTO_4441	20.753492840520742	20.75109250967224	51.83160867019939	20.780969511783912	51.85072317154278	53.60946578134398	20.751092509672272
PSPTO_2198	20.753492840520742	20.75109250967224	51.83160867019939	20.780969511783912	51.85072317154278	53.60946578134398	20.751092509672272
PSPTO_0495	20.753492840520742	20.75109250967224	51.83160867019939	20.780969511783912	51.85072317154278	53.60946578134398	20.751092509672272
PSPTO_0566	7.9009781265234e-16	5.198491856988175e-16	2.8447347540506383e-13	7.974087240359996e-14	-3.095003552718188e-14	53.331726062271265	1.332361121211778e-14
PSPTO_4167	20.753492840522814	20.75109250967113	51.68018156731659	20.780969511783912	51.699184524542105	52.96023604281386	20.751092509672336
PSPTO_4109	20.753492840522814	20.75109250967113	51.83160867019941	20.780969511783912	51.850723171563	53.60946578134398	20.751092509672336
PSPTO_1990	20.753492840522814	20.75109250967113	51.83160867019941	20.780969511783912	51.850723171563	53.60946578134398	20.751092509672336
PSPTO_3757	20.753492840519392	20.751092509670396	51.83160867019941	20.78096951178592	51.850723171563	53.60946578134398	20.7510925096739
PSPTO_4686	20.753492840519392	20.751092509670396	51.83160867019941	20.78096951178592	51.850723171563	53.60946578134398	20.7510925096739
PSPTO_3830	20.753492840519392	20.751092509670396	51.83160867019941	20.78096951178592	51.850723171563	53.60946578134398	20.7510925096739
PSPTO_2341	20.753492840519392	20.751092509670396	51.83160867019941	20.78096951178592	51.850723171563	53.60946578134398	20.7510925096739
PSPTO_4916	20.753492840519392	20.751092509670396	51.83160867019941	20.78096951178592	51.850723171563	53.60946578134398	20.7510925096739
PSPTO_2178	20.753492840519392	20.751092509670396	51.83160867019941	20.78096951178592	51.850723171563	53.60946578134398	20.7510925096739
PSPTO_5085	20.753492840519392	20.751092509670396	51.83160867019941	20.78096951178592	51.850723171563	53.60946578134398	20.7510925096739
PSPTO_4432	20.753492840519392	20.751092509670396	51.83160867019941	20.78096951178592	51.850723171563	53.60946578134398	20.7510925096739
PSPTO_1302	20.753492840519392	20.751092509670396	51.83160867019941	20.78096951178592	51.850723171563	53.60946578134398	20.7510925096739
PSPTO_2045	20.753492840519392	20.751092509670396	51.83160867019941	20.78096951178592	51.850723171563	53.60946578134398	20.7510925096739
PSPTO_0494	20.753492840519392	20.751092509670396	51.83160867019941	20.78096951178592	51.850723171563	53.60946578134398	20.7510925096739
PSPTO_2402	20.753492840519392	20.751092509670396	51.83160867019941	20.78096951178592	51.850723171563	53.60946578134398	20.7510925096739
PSPTO_4459	20.753492840519392	20.751092509670396	51.83160867019941	20.78096951178592	51.850723171563	53.60946578134398	20.7510925096739
PSPTO_1832	20.753492840519392	20.751092509670396	51.83160867019941	20.78096951178592	51.850723171563	53.60946578134398	20.7510925096739
PSPTO_0873	20.753492840519392	20.751092509670396	51.83160867019941	20.78096951178592	51.850723171563	53.60946578134398	20.7510925096739
PSPTO_0543	20.753492840519392	20.751092509670396	51.83160867019941	20.78096951178592	51.850723171563	53.60946578134398	20.7510925096739
PSPTO_3661	20.753492840519392	20.751092509670396	51.83160867019941	20.78096951178592	51.850723171563	53.60946578134398	20.7510925096739
PSPTO_4235	20.753492840519392	20.751092509670396	51.83160867019941	20.78096951178592	51.850723171563	53.60946578134398	20.7510925096739
PSPTO_4339	20.753492840519392	20.751092509670396	51.83160867019941	20.78096951178592	51.850723171563	53.60946578134398	20.7510925096739
PSPTO_3027	20.753492840519392	20.751092509670396	51.83160867019941	20.78096951178592	51.850723171563	53.60946578134398	20.7510925096739
PSPTO_4108	20.753492840519392	20.751092509670396	51.83160867019941	20.78096951178592	51.850723171563	53.60946578134398	20.7510925096739
PSPTO_1675	20.753492840519392	20.751092509670396	51.83160867019941	20.78096951178592	51.850723171563	53.60946578134398	20.7510925096739
PSPTO_1846	20.753492840519392	20.751092509670396	51.83160867019941	20.78096951178592	51.850723171563	53.60946578134398	20.7510925096739
223283.9.peg.4293	20.753492840519392	20.751092509670396	51.83160867019941	20.78096951178592	51.850723171563	53.60946578134398	20.7510925096739
PSPTO_5040	20.753492840519392	20.751092509670396	51.83160867019941	20.78096951178592	51.850723171563	53.60946578134398	20.7510925096739
PSPTO_1843	20.753492840519392	20.751092509670396	51.83160867019941	20.78096951178592	51.850723171563	53.60946578134398	20.7510925096739
PSPTO_1821	20.753492840519392	20.751092509670396	51.83160867019941	20.78096951178592	51.850723171563	53.60946578134398	20.7510925096739
PSPTO_2287	20.753492840519392	20.751092509670396	51.83160867019941	20.78096951178592	51.850723171563	53.60946578134398	20.7510925096739
PSPTO_0982	20.753492840519392	20.751092509670396	51.83160867019941	20.78096951178592	51.850723171563	53.60946578134398	20.7510925096739
PSPTO_4411	20.753492840519392	20.751092509670396	51.83160867019941	20.78096951178592	51.850723171563	53.60946578134398	20.7510925096739
PSPTO_3902	20.753492840519392	20.751092509670396	51.83160867019941	20.78096951178592	51.850723171563	53.60946578134398	20.7510925096739
PSPTO_0959	20.753492840519392	20.751092509670396	51.83160867019941	20.78096951178592	51.850723171563	53.60946578134398	20.7510925096739
PSPTO_0782	20.753492840519392	20.751092509670396	51.83160867019941	20.78096951178592	51.850723171563	53.60946578134398	20.7510925096739
PSPTO_5320	20.753492840519392	20.751092509670396	51.83160867019941	20.78096951178592	51.850723171563	53.60946578134398	20.7510925096739
PSPTO_0498	20.753492840519392	20.751092509670396	51.83160867019941	20.78096951178592	51.850723171563	53.60946578134398	20.7510925096739
PSPTO_4795	20.73750111587627	20.735104482566317	51.803103075872045	20.764935430847952	51.82219655451362	53.473797510202616	20.735104482569835
PSPTO_4408	20.753492840519392	20.751092509670396	51.83160867019941	20.78096951178592	51.850723171563	53.60946578134398	20.7510925096739
PSPTO_3376	20.753492840519336	20.751092509669927	51.8316086701994	20.780969511787607	51.850723171563	53.60946578134398	20.751092509674006
PSPTO_1005	20.753492840519336	20.751092509669927	51.8316086701994	20.780969511787607	51.850723171563	53.60946578134398	20.751092509674006
PSPTO_3705	20.753492840519336	20.751092509669927	51.8316086701994	20.780969511787607	51.850723171563	53.60946578134398	20.751092509674006
PSPTO_4921	20.753492840519336	20.751092509669927	51.8316086701994	20.780969511787607	51.850723171563	53.60946578134398	20.751092509674006
PSPTO_1852	20.753492840519336	20.751092509669927	51.8316086701994	20.780969511787607	51.850723171563	53.60946578134398	20.751092509674006
PSPTO_4825	20.753492840519336	20.751092509669927	51.8316086701994	20.780969511787607	51.850723171563	53.60946578134398	20.751092509674006
PSPTO_4945	20.753492840519336	20.751092509669927	51.8316086701994	20.780969511787607	51.850723171563	53.60946578134398	20.751092509674006
PSPTO_5321	20.753492840519336	20.751092509669927	51.8316086701994	20.780969511787607	51.850723171563	53.60946578134398	20.751092509674006
PSPTO_3840	20.753492840519336	20.751092509669927	51.8316086701994	20.780969511787607	51.850723171563	53.60946578134398	20.751092509674006
PSPTO_5600	1.730121127671111e-14	-2.680387681139898e-14	29.61806209725681	-6.35557233307978e-16	29.628984669464405	30.633980446482262	0.0
PSPTO_1449	20.71365800667902	20.71126688098236	51.78719220071629	20.744653820061433	51.8062739502052	53.56996741873893	20.711266880982027
PSPTO_2788	20.753492840519293	20.751092509672638	51.83160867019939	20.78096951178339	51.850723171562976	53.60946578134395	20.751092509672283
PSPTO_1148	20.753492840522497	20.751092509780243	51.83160867019939	20.780969511785823	51.85072317156294	53.60946578134396	20.751092509672233
PSPTO_4687	20.753492840522497	20.751092509780243	51.83160867019939	20.780969511785823	51.85072317156294	53.60946578134396	20.751092509672233
223283.9.peg.1455	20.753492840522497	20.751092509780243	51.83160867019939	20.780969511785823	51.85072317156294	53.60946578134396	20.751092509672233
PSPTO_3662	20.753492840522497	20.751092509780243	51.83160867019939	20.780969511785823	51.85072317156294	53.60946578134396	20.751092509672233
PSPTO_2915	20.753492840522497	20.751092509780243	51.83160867019939	20.780969511785823	51.85072317156294	53.60946578134396	20.751092509672233
PSPTO_4709	20.753492840522497	20.751092509780243	51.83160867019939	20.780969511785823	51.85072317156294	53.60946578134396	20.751092509672233
PSPTO_2488	20.753492840522497	20.751092509780243	51.83160867019939	20.780969511785823	51.85072317156294	53.60946578134396	20.751092509672233
PSPTO_2215	20.753492840522497	20.751092509780243	51.83160867019939	20.780969511785823	51.85072317156294	53.60946578134396	20.751092509672233
PSPTO_5314	20.753492840522497	20.751092509780243	51.83160867019939	20.780969511785823	51.85072317156294	53.60946578134396	20.751092509672233
PSPTO_5475	20.753492840522497	20.751092509780243	51.83160867019939	20.780969511785823	51.85072317156294	53.60946578134396	20.751092509672233
PSPTO_2900	20.753492840522497	20.751092509780243	51.83160867019939	20.780969511785823	51.85072317156294	53.60946578134396	20.751092509672233
PSPTO_3463	20.753492840522497	20.751092509780243	51.83160867019939	20.780969511785823	51.85072317156294	53.60946578134396	20.751092509672233
PSPTO_2618	20.753492840522497	20.751092509780243	51.83160867019939	20.780969511785823	51.85072317156294	53.60946578134396	20.751092509672233
