Source,Target,UniprotKB ACC,PATRIC ID
fig|223283.9.peg.1865,PSPTO_1835,,fig|223283.9.peg.1865
fig|223283.9.peg.1866,PSPTO_1836,,fig|223283.9.peg.1866
fig|223283.9.peg.1868,PSPTO_1838,,fig|223283.9.peg.1868
fig|223283.9.peg.1870,PSPTO_1841,,fig|223283.9.peg.1870
fig|223283.9.peg.1871,PSPTO_1842,,fig|223283.9.peg.1871
fig|223283.9.peg.1872,PSPTO_1843,,fig|223283.9.peg.1872
fig|223283.9.peg.188,PSPTO_0182,,fig|223283.9.peg.188
fig|223283.9.peg.1882,PSPTO_1852,,fig|223283.9.peg.1882
fig|223283.9.peg.1888,PSPTO_1859,,fig|223283.9.peg.1888
fig|223283.9.peg.190,PSPTO_0184,,fig|223283.9.peg.190
fig|223283.9.peg.1902,PSPTO_1871,,fig|223283.9.peg.1902
fig|223283.9.peg.191,PSPTO_0185,,fig|223283.9.peg.191
fig|223283.9.peg.1911,PSPTO_1881,,fig|223283.9.peg.1911
fig|223283.9.peg.1916,PSPTO_1886,,fig|223283.9.peg.1916
fig|223283.9.peg.192,PSPTO_0186,,fig|223283.9.peg.192
fig|223283.9.peg.1920,PSPTO_1890,,fig|223283.9.peg.1920
fig|223283.9.peg.1921,PSPTO_1891,,fig|223283.9.peg.1921
fig|223283.9.peg.195,PSPTO_0189,,fig|223283.9.peg.195
fig|223283.9.peg.1960,PSPTO_1930,,fig|223283.9.peg.1960
fig|223283.9.peg.2,PSPTO_0002,,fig|223283.9.peg.2
fig|223283.9.peg.2019,PSPTO_1990,,fig|223283.9.peg.2019
fig|223283.9.peg.2022,PSPTO_1993,,fig|223283.9.peg.2022
fig|223283.9.peg.2025,PSPTO_1996,,fig|223283.9.peg.2025
fig|223283.9.peg.2047,PSPTO_2016,,fig|223283.9.peg.2047
fig|223283.9.peg.2050,PSPTO_2019,,fig|223283.9.peg.2050
fig|223283.9.peg.2057,PSPTO_2026,,fig|223283.9.peg.2057
fig|223283.9.peg.2058,PSPTO_2028,,fig|223283.9.peg.2058
fig|223283.9.peg.2065,PSPTO_2035,,fig|223283.9.peg.2065
fig|223283.9.peg.2070,PSPTO_2039,,fig|223283.9.peg.2070
fig|223283.9.peg.2074,PSPTO_2043,,fig|223283.9.peg.2074
fig|223283.9.peg.2076,PSPTO_2045,,fig|223283.9.peg.2076
fig|223283.9.peg.2077,PSPTO_2046,,fig|223283.9.peg.2077
fig|223283.9.peg.2086,PSPTO_2055,,fig|223283.9.peg.2086
fig|223283.9.peg.2098,PSPTO_2064,,fig|223283.9.peg.2098
fig|223283.9.peg.2137,PSPTO_2106,,fig|223283.9.peg.2137
fig|223283.9.peg.2138,PSPTO_2107,,fig|223283.9.peg.2138
fig|223283.9.peg.2150,PSPTO_2119,,fig|223283.9.peg.2150
fig|223283.9.peg.219,PSPTO_0209,,fig|223283.9.peg.219
fig|223283.9.peg.2194,PSPTO_2163,,fig|223283.9.peg.2194
fig|223283.9.peg.2197,PSPTO_2166,,fig|223283.9.peg.2197
fig|223283.9.peg.2207,PSPTO_2176,,fig|223283.9.peg.2207
fig|223283.9.peg.2208,PSPTO_2177,,fig|223283.9.peg.2208
fig|223283.9.peg.2209,PSPTO_2178,,fig|223283.9.peg.2209
fig|223283.9.peg.2210,PSPTO_2179,,fig|223283.9.peg.2210
fig|223283.9.peg.2213,PSPTO_2182,,fig|223283.9.peg.2213
fig|223283.9.peg.2225,PSPTO_2194,,fig|223283.9.peg.2225
fig|223283.9.peg.2227,PSPTO_2195,,fig|223283.9.peg.2227
fig|223283.9.peg.2228,PSPTO_2196,,fig|223283.9.peg.2228
fig|223283.9.peg.2229,PSPTO_2197,,fig|223283.9.peg.2229
fig|223283.9.peg.2230,PSPTO_2198,,fig|223283.9.peg.2230
fig|223283.9.peg.2231,PSPTO_2199,,fig|223283.9.peg.2231
fig|223283.9.peg.2232,PSPTO_2200,,fig|223283.9.peg.2232
fig|223283.9.peg.2233,PSPTO_2201,,fig|223283.9.peg.2233
fig|223283.9.peg.2234,PSPTO_2202,,fig|223283.9.peg.2234
fig|223283.9.peg.2235,PSPTO_2203,,fig|223283.9.peg.2235
fig|223283.9.peg.2242,PSPTO_2210,,fig|223283.9.peg.2242
fig|223283.9.peg.2245,PSPTO_2213,,fig|223283.9.peg.2245
fig|223283.9.peg.227,PSPTO_0218,,fig|223283.9.peg.227
fig|223283.9.peg.2273,PSPTO_2242,,fig|223283.9.peg.2273
fig|223283.9.peg.2274,PSPTO_2243,,fig|223283.9.peg.2274
fig|223283.9.peg.2275,PSPTO_2244,,fig|223283.9.peg.2275
fig|223283.9.peg.2309,PSPTO_2275,,fig|223283.9.peg.2309
fig|223283.9.peg.2310,PSPTO_2276,,fig|223283.9.peg.2310
fig|223283.9.peg.2311,PSPTO_2277,,fig|223283.9.peg.2311
fig|223283.9.peg.2315,PSPTO_2281,,fig|223283.9.peg.2315
fig|223283.9.peg.2316,PSPTO_2282,,fig|223283.9.peg.2316
fig|223283.9.peg.2321,PSPTO_2287,,fig|223283.9.peg.2321
fig|223283.9.peg.2324,PSPTO_2289,,fig|223283.9.peg.2324
fig|223283.9.peg.2328,PSPTO_2292,,fig|223283.9.peg.2328
fig|223283.9.peg.233,PSPTO_0224,,fig|223283.9.peg.233
fig|223283.9.peg.2331,PSPTO_2295,,fig|223283.9.peg.2331
fig|223283.9.peg.2336,PSPTO_2300,,fig|223283.9.peg.2336
fig|223283.9.peg.234,PSPTO_0225,,fig|223283.9.peg.234
fig|223283.9.peg.2341,PSPTO_2305,,fig|223283.9.peg.2341
fig|223283.9.peg.2373,PSPTO_2338,,fig|223283.9.peg.2373
fig|223283.9.peg.2374,PSPTO_2339,,fig|223283.9.peg.2374
fig|223283.9.peg.2376,PSPTO_2341,,fig|223283.9.peg.2376
fig|223283.9.peg.2377,PSPTO_2342,,fig|223283.9.peg.2377
fig|223283.9.peg.2381,PSPTO_2346,,fig|223283.9.peg.2381
fig|223283.9.peg.2383,PSPTO_2348,,fig|223283.9.peg.2383
fig|223283.9.peg.2397,PSPTO_2362,,fig|223283.9.peg.2397
fig|223283.9.peg.240,PSPTO_0230,,fig|223283.9.peg.240
fig|223283.9.peg.2406,PSPTO_2371,,fig|223283.9.peg.2406
fig|223283.9.peg.2408,PSPTO_2373,,fig|223283.9.peg.2408
fig|223283.9.peg.2413,PSPTO_2378,,fig|223283.9.peg.2413
fig|223283.9.peg.2415,PSPTO_2380,,fig|223283.9.peg.2415
fig|223283.9.peg.2416,PSPTO_2381,,fig|223283.9.peg.2416
fig|223283.9.peg.2417,PSPTO_2382,,fig|223283.9.peg.2417
fig|223283.9.peg.2418,PSPTO_2383,,fig|223283.9.peg.2418
fig|223283.9.peg.2437,PSPTO_2401,,fig|223283.9.peg.2437
fig|223283.9.peg.2438,PSPTO_2402,,fig|223283.9.peg.2438
fig|223283.9.peg.2439,PSPTO_2403,,fig|223283.9.peg.2439
fig|223283.9.peg.2445,PSPTO_2409,,fig|223283.9.peg.2445
fig|223283.9.peg.2446,,,
fig|223283.9.peg.2447,,,
fig|223283.9.peg.2448,PSPTO_2411,,fig|223283.9.peg.2448
fig|223283.9.peg.2464,PSPTO_2427,,fig|223283.9.peg.2464
fig|223283.9.peg.2467,PSPTO_2430,,fig|223283.9.peg.2467
fig|223283.9.peg.2486,PSPTO_2450,,fig|223283.9.peg.2486
fig|223283.9.peg.2488,PSPTO_2452,,fig|223283.9.peg.2488
fig|223283.9.peg.2489,PSPTO_2453,,fig|223283.9.peg.2489
fig|223283.9.peg.250,PSPTO_0239,,fig|223283.9.peg.250
fig|223283.9.peg.2528,PSPTO_2488,,fig|223283.9.peg.2528
fig|223283.9.peg.2541,PSPTO_2499,,fig|223283.9.peg.2541
fig|223283.9.peg.2552,PSPTO_2510,,fig|223283.9.peg.2552
fig|223283.9.peg.2558,PSPTO_2517,,fig|223283.9.peg.2558
fig|223283.9.peg.2609,PSPTO_2568,,fig|223283.9.peg.2609
fig|223283.9.peg.2619,PSPTO_2578,,fig|223283.9.peg.2619
fig|223283.9.peg.2627,PSPTO_2585,,fig|223283.9.peg.2627
fig|223283.9.peg.2629,PSPTO_2586,,fig|223283.9.peg.2629
fig|223283.9.peg.2638,PSPTO_2595,,fig|223283.9.peg.2638
fig|223283.9.peg.2657,PSPTO_2611,,fig|223283.9.peg.2657
fig|223283.9.peg.268,PSPTO_0258,,fig|223283.9.peg.268
fig|223283.9.peg.2683,PSPTO_2633,,fig|223283.9.peg.2683
fig|223283.9.peg.2687,PSPTO_2637,,fig|223283.9.peg.2687
fig|223283.9.peg.270,PSPTO_0259,,fig|223283.9.peg.270
fig|223283.9.peg.2702,,,
fig|223283.9.peg.2703,,,
fig|223283.9.peg.2706,PSPTO_2655,,fig|223283.9.peg.2706
fig|223283.9.peg.2711,PSPTO_2660,,fig|223283.9.peg.2711
fig|223283.9.peg.2719,PSPTO_2668,,fig|223283.9.peg.2719
fig|223283.9.peg.2724,PSPTO_2673,,fig|223283.9.peg.2724
fig|223283.9.peg.2732,PSPTO_2680,,fig|223283.9.peg.2732
fig|223283.9.peg.2737,PSPTO_2685,,fig|223283.9.peg.2737
fig|223283.9.peg.2751,PSPTO_2697,,fig|223283.9.peg.2751
fig|223283.9.peg.2756,PSPTO_2701,,fig|223283.9.peg.2756
fig|223283.9.peg.2757,PSPTO_2702,,fig|223283.9.peg.2757
fig|223283.9.peg.2758,PSPTO_2703,,fig|223283.9.peg.2758
fig|223283.9.peg.2785,PSPTO_2730,,fig|223283.9.peg.2785
fig|223283.9.peg.2788,PSPTO_2732,,fig|223283.9.peg.2788
fig|223283.9.peg.2793,PSPTO_2736,,fig|223283.9.peg.2793
fig|223283.9.peg.2794,PSPTO_2737,,fig|223283.9.peg.2794
fig|223283.9.peg.2795,PSPTO_2738,,fig|223283.9.peg.2795
fig|223283.9.peg.2796,PSPTO_2739,,fig|223283.9.peg.2796
fig|223283.9.peg.2799,PSPTO_2742,,fig|223283.9.peg.2799
fig|223283.9.peg.2819,PSPTO_2761,,fig|223283.9.peg.2819
fig|223283.9.peg.2825,PSPTO_2767,,fig|223283.9.peg.2825
fig|223283.9.peg.2836,PSPTO_2778,,fig|223283.9.peg.2836
fig|223283.9.peg.285,PSPTO_0272,,fig|223283.9.peg.285
fig|223283.9.peg.2856,PSPTO_2798,,fig|223283.9.peg.2856
fig|223283.9.peg.2923,PSPTO_2862,,fig|223283.9.peg.2923
fig|223283.9.peg.2926,PSPTO_2865,,fig|223283.9.peg.2926
fig|223283.9.peg.2951,PSPTO_2891,,fig|223283.9.peg.2951
fig|223283.9.peg.2959,PSPTO_2900,,fig|223283.9.peg.2959
fig|223283.9.peg.2977,PSPTO_2918,,fig|223283.9.peg.2977
fig|223283.9.peg.2978,PSPTO_2919,,fig|223283.9.peg.2978
fig|223283.9.peg.2979,PSPTO_2920,,fig|223283.9.peg.2979
fig|223283.9.peg.2980,PSPTO_2921,,fig|223283.9.peg.2980
fig|223283.9.peg.2981,PSPTO_2922,,fig|223283.9.peg.2981
fig|223283.9.peg.2983,PSPTO_2925,,fig|223283.9.peg.2983
fig|223283.9.peg.2992,PSPTO_2934,,fig|223283.9.peg.2992
fig|223283.9.peg.2993,PSPTO_2935,,fig|223283.9.peg.2993
fig|223283.9.peg.2998,PSPTO_2940,,fig|223283.9.peg.2998
fig|223283.9.peg.3001,PSPTO_2944,,fig|223283.9.peg.3001
fig|223283.9.peg.3010,PSPTO_2952,,fig|223283.9.peg.3010
fig|223283.9.peg.3016,PSPTO_2957,,fig|223283.9.peg.3016
fig|223283.9.peg.3024,PSPTO_2965,,fig|223283.9.peg.3024
fig|223283.9.peg.3053,PSPTO_2991,,fig|223283.9.peg.3053
fig|223283.9.peg.3066,PSPTO_3002,,fig|223283.9.peg.3066
fig|223283.9.peg.3073,PSPTO_3009,,fig|223283.9.peg.3073
fig|223283.9.peg.3085,PSPTO_3022,,fig|223283.9.peg.3085
fig|223283.9.peg.3090,PSPTO_3027,,fig|223283.9.peg.3090
fig|223283.9.peg.3098,PSPTO_3035,,fig|223283.9.peg.3098
fig|223283.9.peg.3106,PSPTO_3043,,fig|223283.9.peg.3106
fig|223283.9.peg.3111,PSPTO_3048,,fig|223283.9.peg.3111
fig|223283.9.peg.3128,PSPTO_3064,,fig|223283.9.peg.3128
fig|223283.9.peg.313,PSPTO_0301,,fig|223283.9.peg.313
fig|223283.9.peg.3172,PSPTO_3106,,fig|223283.9.peg.3172
fig|223283.9.peg.3178,PSPTO_3112,,fig|223283.9.peg.3178
fig|223283.9.peg.3179,PSPTO_3113,,fig|223283.9.peg.3179
fig|223283.9.peg.3188,PSPTO_3122,,fig|223283.9.peg.3188
fig|223283.9.peg.320,PSPTO_0308,,fig|223283.9.peg.320
fig|223283.9.peg.3209,PSPTO_3143,,fig|223283.9.peg.3209
fig|223283.9.peg.321,PSPTO_0309,,fig|223283.9.peg.321
fig|223283.9.peg.322,PSPTO_0310,,fig|223283.9.peg.322
fig|223283.9.peg.323,PSPTO_0311,,fig|223283.9.peg.323
fig|223283.9.peg.3231,PSPTO_3164,,fig|223283.9.peg.3231
fig|223283.9.peg.3236,PSPTO_3170,,fig|223283.9.peg.3236
fig|223283.9.peg.330,PSPTO_0317,,fig|223283.9.peg.330
fig|223283.9.peg.3352,PSPTO_3278,,fig|223283.9.peg.3352
fig|223283.9.peg.3354,PSPTO_3280,,fig|223283.9.peg.3354
fig|223283.9.peg.3360,PSPTO_3285,,fig|223283.9.peg.3360
fig|223283.9.peg.3362,PSPTO_3287,,fig|223283.9.peg.3362
fig|223283.9.peg.3395,PSPTO_3318,,fig|223283.9.peg.3395
fig|223283.9.peg.340,PSPTO_0324,,fig|223283.9.peg.340
fig|223283.9.peg.3401,PSPTO_3323,,fig|223283.9.peg.3401
fig|223283.9.peg.341,PSPTO_0325,,fig|223283.9.peg.341
fig|223283.9.peg.3423,PSPTO_3344,,fig|223283.9.peg.3423
fig|223283.9.peg.3424,PSPTO_3345,,fig|223283.9.peg.3424
fig|223283.9.peg.3435,PSPTO_3356,,fig|223283.9.peg.3435
fig|223283.9.peg.3439,PSPTO_3360,,fig|223283.9.peg.3439
fig|223283.9.peg.3444,PSPTO_3364,,fig|223283.9.peg.3444
fig|223283.9.peg.3445,PSPTO_3365,,fig|223283.9.peg.3445
fig|223283.9.peg.3446,PSPTO_3366,,fig|223283.9.peg.3446
fig|223283.9.peg.3447,PSPTO_3367,,fig|223283.9.peg.3447
fig|223283.9.peg.3448,PSPTO_3368,,fig|223283.9.peg.3448
fig|223283.9.peg.3449,PSPTO_3369,,fig|223283.9.peg.3449
fig|223283.9.peg.3450,PSPTO_3370,,fig|223283.9.peg.3450
fig|223283.9.peg.3451,PSPTO_3371,,fig|223283.9.peg.3451
fig|223283.9.peg.3452,PSPTO_3372,,fig|223283.9.peg.3452
fig|223283.9.peg.3453,PSPTO_3373,,fig|223283.9.peg.3453
fig|223283.9.peg.3454,PSPTO_3374,,fig|223283.9.peg.3454
fig|223283.9.peg.3455,PSPTO_3375,,fig|223283.9.peg.3455
fig|223283.9.peg.3456,PSPTO_3376,,fig|223283.9.peg.3456
fig|223283.9.peg.3457,PSPTO_3377,,fig|223283.9.peg.3457
fig|223283.9.peg.3519,PSPTO_3438,,fig|223283.9.peg.3519
fig|223283.9.peg.3536,PSPTO_3455,,fig|223283.9.peg.3536
fig|223283.9.peg.3537,PSPTO_3456,,fig|223283.9.peg.3537
fig|223283.9.peg.354,PSPTO_0338,,fig|223283.9.peg.354
fig|223283.9.peg.3541,PSPTO_3460,,fig|223283.9.peg.3541
fig|223283.9.peg.3544,PSPTO_3463,,fig|223283.9.peg.3544
fig|223283.9.peg.3577,PSPTO_3493,,fig|223283.9.peg.3577
fig|223283.9.peg.3599,PSPTO_3514,,fig|223283.9.peg.3599
