rxn06750_c,PSPTO_0699,
rxn06752_c,(PSPTO_3170 or PSPTO_3694 or PSPTO_3318),
rxn06759_c,PSPTO_0699,
rxn06760_c,(PSPTO_3318 or PSPTO_3694 or PSPTO_3170),
rxn06777_c,((Unknown and PSPTO_3517) or PSPTO_3517),
rxn06804_c,PSPTO_1742,
rxn06805_c,PSPTO_1742,
rxn06870_c,PSPTO_1112,
rxn06937_c,PSPTO_2166,
rxn07056_c,((PSPTO_0323 or PSPTO_0256) or PSPTO_0517 or PSPTO_5394),
rxn07100_c,PSPTO_4411,
rxn07177_c,PSPTO_3675,
rxn07219_c,PSPTO_4307,
rxn07230_c,PSPTO_5401,
rxn07261_c,PSPTO_4411,
rxn07295_c,PSPTO_0817,
rxn07312_c,PSPTO_5282,
rxn07413_c,PSPTO_3241,
rxn07454_c,PSPTO_0103,
rxn07493_c,PSPTO_0544,
rxn07574_c,PSPTO_2944,
rxn07578_c,PSPTO_2944,
rxn07579_c,PSPTO_3721,
rxn07584_c,PSPTO_0595,
rxn07670_c,PSPTO_5597,
rxn07672_c,PSPTO_5597,
rxn07673_c,PSPTO_5597,
rxn07680_c,PSPTO_3517,
rxn07684_c,PSPTO_3517,
rxn07688_c,PSPTO_3517,
rxn07720_c,PSPTO_5597,
rxn07721_c,PSPTO_5597,
rxn07725_c,PSPTO_2944,
rxn07734_c,PSPTO_5597,
rxn07741_c,PSPTO_2944,
rxn07841_c,PSPTO_4496,
rxn07842_c,PSPTO_4496,
