rxn07875_c,(PSPTO_4103 or PSPTO_2176),
rxn07876_c,(PSPTO_2176 or PSPTO_4103),
rxn07883_c,PSPTO_3517,
rxn07885_c,(PSPTO_4103 or PSPTO_2176),
rxn08126_c,PSPTO_3127,
rxn08127_c,PSPTO_3127,
rxn08128_c,PSPTO_3127,
rxn08129_c,PSPTO_3127,
rxn08306_c,(PSPTO_5541 or PSPTO_1539),
rxn08307_c,(PSPTO_1539 or PSPTO_5541),
rxn08310_c,(PSPTO_5541 or PSPTO_1539),
rxn08312_c,(PSPTO_1539 or PSPTO_5541),
rxn08333_c,Unknown,
rxn08433_c,PSPTO_1559,
rxn08438_c,PSPTO_1559,
rxn08467_c,(PSPTO_1795 or PSPTO_3466),
rxn08468_c,(PSPTO_3466 or PSPTO_1795),
rxn08469_c,(PSPTO_1795 or PSPTO_3466),
rxn08470_c,(PSPTO_1795 or PSPTO_3466),
rxn08471_c,(PSPTO_3466 or PSPTO_1795),
rxn08521_c,(PSPTO_3733 or PSPTO_2453),
rxn08546_c,PSPTO_1520,
rxn08547_c,PSPTO_1520,
rxn08548_c,PSPTO_1520,
rxn08549_c,PSPTO_1520,
rxn08550_c,PSPTO_1520,
rxn08552_c,PSPTO_1520,
rxn08557_c,PSPTO_4170,
rxn08558_c,PSPTO_4170,
rxn08615_c,PSPTO_3125,
rxn08647_c,PSPTO_5521,
rxn08655_c,(PSPTO_3555 and Unknown and PSPTO_3556),
rxn08656_c,(PSPTO_3555 and PSPTO_3556 and Unknown),
rxn08657_c,(PSPTO_3555 and Unknown and PSPTO_3556),
rxn08796_c,PSPTO_5299,
rxn08797_c,PSPTO_5299,
rxn08798_c,PSPTO_5299,
rxn08799_c,PSPTO_5299,
rxn08800_c,PSPTO_5299,
rxn08801_c,PSPTO_5299,
rxn08802_c,PSPTO_5299,
rxn08803_c,PSPTO_5299,
rxn08804_c,PSPTO_5299,
rxn08805_c,PSPTO_5299,
rxn08806_c,PSPTO_5299,
rxn08807_c,PSPTO_5299,
rxn08808_c,PSPTO_5299,
rxn08809_c,PSPTO_5299,
rxn08810_c,PSPTO_5299,
rxn08811_c,PSPTO_5299,
rxn08812_c,PSPTO_5299,
rxn08813_c,PSPTO_5299,
rxn08814_c,PSPTO_5299,
rxn08815_c,PSPTO_5299,
rxn08816_c,PSPTO_5299,
rxn08817_c,PSPTO_5299,
rxn08818_c,PSPTO_5299,
rxn08819_c,PSPTO_5299,
rxn08820_c,PSPTO_5299,
rxn08821_c,PSPTO_5299,
rxn08822_c,PSPTO_5299,
rxn08823_c,PSPTO_5299,
rxn08838_c,PSPTO_5299,
rxn08839_c,PSPTO_5299,
rxn08840_c,PSPTO_5299,
rxn08841_c,PSPTO_5299,
rxn08842_c,PSPTO_5299,
rxn08843_c,PSPTO_5299,
rxn08844_c,PSPTO_5299,
rxn08845_c,PSPTO_5299,
rxn08846_c,PSPTO_5299,
rxn08847_c,PSPTO_5299,
rxn08848_c,PSPTO_5299,
rxn08849_c,PSPTO_5299,
rxn08850_c,PSPTO_5299,
rxn08851_c,PSPTO_5299,
rxn08971_c,PSPTO_0917,
rxn08975_c,PSPTO_0917,
rxn08976_c,PSPTO_0917,
rxn09163_c,Unknown,
rxn09240_c,(PSPTO_4433 and PSPTO_4432),
rxn09272_c,(PSPTO_2197 or (PSPTO_2196 and Unknown and Unknown and PSPTO_2195 and Unknown and Unknown) or (PSPTO_2197 and PSPTO_2198)),
rxn09296_c,(PSPTO_1688 or PSPTO_5243),
rxn09320_c,PSPTO_1130,
rxn09562_c,PSPTO_0075,
rxn09657_c,PSPTO_1871,
rxn09692_c,PSPTO_5269,
rxn09978_c,(PSPTO_3318 or PSPTO_3694 or PSPTO_3170),
rxn09979_c,(PSPTO_3318 or PSPTO_3170 or PSPTO_3694),
rxn10052_c,PSPTO_1509,
rxn10060_c,PSPTO_3793,
rxn10067_c,(PSPTO_3466 or PSPTO_1795),
rxn10094_c,Unknown,
rxn10116_c,(PSPTO_1608 or PSPTO_4196),
rxn10118_c,(Unknown and Unknown and Unknown and Unknown and Unknown and Unknown and Unknown and Unknown and Unknown and PSPTO_4648),
rxn10121_c,(PSPTO_3262 or PSPTO_2302),
rxn10147_c,(Unknown and Unknown and PSPTO_2853 and Unknown),
rxn10160_c,PSPTO_2180,
rxn10161_c,(PSPTO_1720 or PSPTO_0893),
rxn10162_c,(PSPTO_1720 or PSPTO_0893),
rxn10163_c,(PSPTO_0893 or PSPTO_1720),
rxn10174_c,(PSPTO_0890 or PSPTO_0886),
rxn10181_c,PSPTO_3142,
rxn10184_c,(Unknown and PSPTO_0954 and Unknown and Unknown and Unknown),
rxn10194_c,(PSPTO_0705 and Unknown),
rxn10195_c,(Unknown and PSPTO_0705),
rxn10196_c,(PSPTO_0705 and Unknown),
rxn10202_c,PSPTO_1520,
rxn10203_c,PSPTO_1520,
rxn10207_c,PSPTO_1520,
rxn10208_c,PSPTO_1520,
rxn10210_c,PSPTO_1520,
rxn10223_c,(PSPTO_1539 or PSPTO_5541),
rxn10224_c,(PSPTO_1539 or PSPTO_5541),
rxn10225_c,(PSPTO_5541 or PSPTO_1539),
rxn10266_c,Unknown,
rxn10334_c,(PSPTO_4349 or PSPTO_0095),
rxn10335_c,(PSPTO_0095 or PSPTO_4349),
rxn10339_c,(PSPTO_0095 or PSPTO_4349),
rxn10340_c,(PSPTO_0095 or PSPTO_4349),
rxn10341_c,(PSPTO_4349 or PSPTO_0095),
rxn10342_c,(PSPTO_0095 or PSPTO_4349),
rxn10473_c,Unknown,
rxn10770_c,(PSPTO_0443 or (PSPTO_2182 or PSPTO_2697 or PSPTO_1337 or PSPTO_2957 or PSPTO_4285)),
rxn10806_c,(PSPTO_1325 or PSPTO_4648 or PSPTO_1327 or PSPTO_4647 or PSPTO_2195 or PSPTO_1328 or PSPTO_1326),
rxn10945_c,(PSPTO_0838 or PSPTO_5488 or PSPTO_1579),
rxn11040_c,PSPTO_3122,
rxn11585_c,PSPTO_2250,
rxn11587_c,PSPTO_0885,
rxn11609_c,PSPTO_0885,
rxn11663_c,PSPTO_0552,
rxn11719_c,PSPTO_1559,
rxn11720_c,PSPTO_1559,
rxn11721_c,PSPTO_1559,
rxn11722_c,PSPTO_1559,
rxn11723_c,PSPTO_1559,
rxn11724_c,PSPTO_1559,
rxn11725_c,PSPTO_1559,
rxn11726_c,PSPTO_1559,
rxn11727_c,PSPTO_1559,
rxn11749_c,(PSPTO_3733 or PSPTO_2453),
rxn11759_c,PSPTO_3811,
rxn11801_c,PSPTO_1559,
rxn11809_c,(PSPTO_2697 or PSPTO_2182 or PSPTO_2957 or PSPTO_4285 or PSPTO_1337),
rxn11834_c,(PSPTO_2697 or PSPTO_2182 or PSPTO_2957 or PSPTO_4285 or PSPTO_1337),
rxn11838_c,(PSPTO_1337 or PSPTO_2957 or PSPTO_4285 or PSPTO_2182 or PSPTO_2697),
rxn11892_c,PSPTO_1169,
rxn11944_c,PSPTO_4179,
rxn12008_c,Unknown,
rxn12146_c,PSPTO_3498,
rxn12147_c,PSPTO_3495,
rxn12191_c,(PSPTO_2182 or PSPTO_2697 or PSPTO_1337 or PSPTO_4285 or PSPTO_2957),
rxn12512_c,PSPTO_0085,
rxn12633_c,((PSPTO_0280 or PSPTO_2362 or PSPTO_1533) or PSPTO_1271 or PSPTO_3788),
rxn12634_c,((PSPTO_0280 or PSPTO_1533 or PSPTO_2362) or PSPTO_1271 or PSPTO_3788),
rxn12635_c,((PSPTO_2362 or PSPTO_1533 or PSPTO_0280) or PSPTO_1271 or PSPTO_3788),
rxn12636_c,((PSPTO_0280 or PSPTO_1533 or PSPTO_2362) or PSPTO_1271 or PSPTO_3788),
rxn12637_c,((PSPTO_1533 or PSPTO_2362 or PSPTO_0280) or PSPTO_1271 or PSPTO_3788),
rxn12638_c,((PSPTO_2362 or PSPTO_1533 or PSPTO_0280) or PSPTO_1271 or PSPTO_3788),
rxn12639_c,((PSPTO_0280 or PSPTO_1533 or PSPTO_2362) or PSPTO_1271 or PSPTO_3788),
rxn12640_c,((PSPTO_1533 or PSPTO_2362 or PSPTO_0280) or PSPTO_1271 or PSPTO_3788),
rxn12642_c,((PSPTO_0280 or PSPTO_1533 or PSPTO_2362) or PSPTO_1271 or PSPTO_3788),
rxn12643_c,((PSPTO_1533 or PSPTO_2362 or PSPTO_0280) or PSPTO_1271 or PSPTO_3788),
rxn12644_c,((PSPTO_2362 or PSPTO_1533 or PSPTO_0280) or PSPTO_1271 or PSPTO_3788),
rxn12645_c,((PSPTO_0280 or PSPTO_2362 or PSPTO_1533) or PSPTO_1271 or PSPTO_3788),
rxn12646_c,((PSPTO_0280 or PSPTO_2362 or PSPTO_1533) or PSPTO_1271 or PSPTO_3788),
rxn12664_c,Unknown,
rxn12844_c,((PSPTO_2362 or PSPTO_1533 or PSPTO_0280) or PSPTO_1271 or PSPTO_3788),
rxn12845_c,((PSPTO_1533 or PSPTO_2362 or PSPTO_0280) or PSPTO_1271 or PSPTO_3788),
rxn12846_c,((PSPTO_0280 or PSPTO_2362 or PSPTO_1533) or PSPTO_1271 or PSPTO_3788),
rxn12847_c,((PSPTO_0280 or PSPTO_1533 or PSPTO_2362) or PSPTO_1271 or PSPTO_3788),
rxn13400_c,PSPTO_2944,
rxn13661_c,Unknown,
rxn13782_c,(PSPTO_0632 and Unknown and (PSPTO_1435 or PSPTO_2611) and PSPTO_0626 and PSPTO_0645 and PSPTO_0609 and PSPTO_4932 and PSPTO_3981 and PSPTO_4429 and PSPTO_5615 and PSPTO_4425 and PSPTO_0633 and PSPTO_0639 and PSPTO_4812 and PSPTO_0798 and PSPTO_4426 and PSPTO_1551 and PSPTO_4933 and PSPTO_4930 and PSPTO_2380 and PSPTO_2378 and (PSPTO_4183 or PSPTO_5136) and PSPTO_3742 and PSPTO_4147 and PSPTO_0616 and Unknown and PSPTO_1501 and PSPTO_0178 and PSPTO_0628 and PSPTO_0630 and PSPTO_2382 and PSPTO_3345 and PSPTO_0635 and PSPTO_0806 and PSPTO_0640 and PSPTO_0631 and PSPTO_0625 and PSPTO_0641 and PSPTO_0647 and PSPTO_0649 and PSPTO_4474 and PSPTO_4475 and PSPTO_0652 and PSPTO_0622 and (PSPTO_1268 or PSPTO_2264) and PSPTO_0185 and Unknown and PSPTO_5138 and PSPTO_0638 and PSPTO_0089 and PSPTO_0184 and PSPTO_0617 and PSPTO_1534 and PSPTO_0644 and PSPTO_0802 and PSPTO_3835 and PSPTO_1473 and PSPTO_0636 and PSPTO_0643 and PSPTO_1842 and PSPTO_0648 and PSPTO_4487 and PSPTO_0642 and PSPTO_0539 and PSPTO_0629 and PSPTO_0650 and PSPTO_2381 and PSPTO_4473 and PSPTO_2166 and PSPTO_0637 and PSPTO_2383 and PSPTO_0797 and PSPTO_0627 and PSPTO_1476 and PSPTO_0634 and PSPTO_0621 and PSPTO_0090),
rxn13783_c,(PSPTO_0656 and PSPTO_3658 and PSPTO_3826 and PSPTO_3514 and PSPTO_1549 and PSPTO_4814 and PSPTO_1812 and PSPTO_5516 and PSPTO_1745 and Unknown and PSPTO_0004 and Unknown and Unknown and PSPTO_4960 and PSPTO_0538 and PSPTO_5137 and PSPTO_0001 and Unknown and PSPTO_1813 and PSPTO_4963 and PSPTO_3646 and Unknown and PSPTO_0002),
rxn13784_c,(Unknown and Unknown and PSPTO_1639 and Unknown and PSPTO_0619 and Unknown and PSPTO_0537 and Unknown and PSPTO_4217 and PSPTO_4491 and PSPTO_5614 and PSPTO_0620 and PSPTO_0651),
rxn13952_c,PSPTO_2309,
rxn13999_c,PSPTO_2944,
rxn14054_c,(PSPTO_2697 or PSPTO_2182 or PSPTO_4285 or PSPTO_2957 or PSPTO_1337),
rxn14089_c,(PSPTO_2957 or PSPTO_4285 or PSPTO_1337 or PSPTO_2697 or PSPTO_2182),
rxn14090_c,PSPTO_4943,
rxn14167_c,PSPTO_5179,
rxn14294_c,PSPTO_2043,
rxn14301_c,PSPTO_2119,
rxn14359_c,PSPTO_5179,
